pruning_method,search_type,layers,size,amount,baseline_mAP50_95,pruned_mAP50_95,drop_mAP50_95,baseline_mAP50,pruned_mAP50,drop_mAP50,baseline_latency_ms,pruned_latency_ms,baseline_fps,pruned_fps,zero_percent,model_path,source_csv
l2_structured,single_layer_sweep,20,1,0.05,0.506632,0.503472,0.003161,0.690055,0.688338,0.001717,1.329571,1.356846,752.122306,737.003350,0.290915,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l2_structured_single_sweep/layer_20_amt_0p05/yolo26n_l2_layer_20_amt_0p05.pt,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l2_structured_single_sweep/layer_20_amt_0p05/structured_pruning_summary.csv
l2_structured,single_layer_sweep,5,1,0.05,0.506632,0.468495,0.038137,0.690055,0.632627,0.057428,1.369527,1.295462,730.179170,771.925348,0.290915,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l2_structured_single_sweep/layer_5_amt_0p05/yolo26n_l2_layer_5_amt_0p05.pt,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l2_structured_single_sweep/layer_5_amt_0p05/structured_pruning_summary.csv
l2_structured,single_layer_sweep,13,1,0.05,0.506632,0.483315,0.023317,0.690055,0.656596,0.033460,1.305965,1.337035,765.717202,747.923682,0.261298,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l2_structured_single_sweep/layer_13_amt_0p05/yolo26n_l2_layer_13_amt_0p05.pt,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l2_structured_single_sweep/layer_13_amt_0p05/structured_pruning_summary.csv
l2_structured,single_layer_sweep,6,1,0.05,0.506632,0.473675,0.032957,0.690055,0.643863,0.046192,1.598258,1.259559,625.681134,793.928980,0.196678,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l2_structured_single_sweep/layer_6_amt_0p05/yolo26n_l2_layer_6_amt_0p05.pt,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l2_structured_single_sweep/layer_6_amt_0p05/structured_pruning_summary.csv
l2_structured,single_layer_sweep,17,1,0.1,0.506632,0.473365,0.033267,0.690055,0.676999,0.013056,1.270851,1.270700,786.874399,786.967680,0.145521,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l2_structured_single_sweep/layer_17_amt_0p10/yolo26n_l2_layer_17_amt_0p10.pt,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l2_structured_single_sweep/layer_17_amt_0p10/structured_pruning_summary.csv
l2_structured,single_layer_sweep,16,1,0.05,0.506632,0.467004,0.039628,0.690055,0.650860,0.039195,1.416992,1.595728,705.720076,626.673115,0.074170,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l2_structured_single_sweep/layer_16_amt_0p05/yolo26n_l2_layer_16_amt_0p05.pt,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l2_structured_single_sweep/layer_16_amt_0p05/structured_pruning_summary.csv
l2_structured,single_layer_sweep,17,1,0.05,0.506632,0.487526,0.019106,0.690055,0.683480,0.006575,1.331329,1.350315,751.128856,740.568187,0.072823,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l2_structured_single_sweep/layer_17_amt_0p05/yolo26n_l2_layer_17_amt_0p05.pt,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l2_structured_single_sweep/layer_17_amt_0p05/structured_pruning_summary.csv
l2_structured,single_layer_sweep,3,1,0.05,0.506632,0.442196,0.064437,0.690055,0.594305,0.095750,1.725287,1.706421,579.613762,586.021903,0.072823,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l2_structured_single_sweep/layer_3_amt_0p05/yolo26n_l2_layer_3_amt_0p05.pt,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l2_structured_single_sweep/layer_3_amt_0p05/structured_pruning_summary.csv
l2_structured,single_layer_sweep,4,1,0.05,0.506632,0.466020,0.040612,0.690055,0.641876,0.048179,1.290379,1.467848,774.966404,681.269484,0.056669,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l2_structured_single_sweep/layer_4_amt_0p05/yolo26n_l2_layer_4_amt_0p05.pt,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l2_structured_single_sweep/layer_4_amt_0p05/structured_pruning_summary.csv
l2_structured,single_layer_sweep,0,1,0.2,0.506632,0.408297,0.098335,0.690055,0.554118,0.135937,1.347163,1.288561,742.300667,776.059297,0.003534,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l2_structured_single_sweep/layer_0_amt_0p20/yolo26n_l2_layer_0_amt_0p20.pt,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l2_structured_single_sweep/layer_0_amt_0p20/structured_pruning_summary.csv
l2_structured,single_layer_sweep,0,1,0.1,0.506632,0.436055,0.070578,0.690055,0.591533,0.098523,1.331008,1.295497,751.310355,771.904672,0.002398,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l2_structured_single_sweep/layer_0_amt_0p10/yolo26n_l2_layer_0_amt_0p10.pt,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l2_structured_single_sweep/layer_0_amt_0p10/structured_pruning_summary.csv
l2_structured,single_layer_sweep,0,1,0.05,0.506632,0.431097,0.075536,0.690055,0.586205,0.103850,1.334872,1.403036,749.135260,712.739838,0.001262,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l2_structured_single_sweep/layer_0_amt_0p05/yolo26n_l2_layer_0_amt_0p05.pt,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l2_structured_single_sweep/layer_0_amt_0p05/structured_pruning_summary.csv
