experiment,domain,checkpoint,accepted_group_count,parameters_before,parameters_after,parameter_reduction_percent,stage_schedule,total_fine_tuning_epochs,map50,map75,map50_95,precision,recall,baseline_map50_95,map50_95_retention_vs_baseline_percent,model,model_sha256
T7_NGN2_6_6_8_10_40,NGN2,best,47,2506140,1082754,56.79594914889032,6-6-8-10-40,70,0.3462899816381575,0.2053078036673194,0.20599107162370628,0.4181950027063623,0.3330238069640484,0.2556081270327769,80.58862369320981,experiments/recovery/recovery_56pct/bdd_competitors/T7_bdd_ngn2_global_l1_70ep/models/final/NGN2_T7_70epoch_best.pth,D7FF0545231E725F620FBBF00C03EA3E498B2508C83294B25405A691E74F9E0A
T7_NGN2_6_6_8_10_40,NGN2,last,47,2506140,1082754,56.79594914889032,6-6-8-10-40,70,0.3455057572378785,0.20114239579655094,0.20341184878908306,0.4431857778535777,0.32576175571661586,0.2556081270327769,79.57957016092814,experiments/recovery/recovery_56pct/bdd_competitors/T7_bdd_ngn2_global_l1_70ep/models/final/NGN2_T7_70epoch_last.pth,8807D63BFE8526CB2ECC0ECF652BEC69D687019EFDC9A2341CC8AEB94828939E
