experiment,domain,checkpoint,accepted_group_count,parameters_before,parameters_after,parameter_reduction_percent,stage_schedule,total_fine_tuning_epochs,map50,map75,map50_95,precision,recall,baseline_map50_95,map50_95_retention_vs_baseline_percent,model,model_sha256
T7_GEN2_6_6_8_10_40,GEN2,best,38,2506140,1100004,56.107639637051406,6-6-8-10-40,70,0.43314820723720215,0.24072497751737398,0.24970263687381794,0.5783884119884781,0.39694449389689335,0.29238744923632365,85.40128433214468,experiments/recovery/recovery_56pct/T7_bdd_gen2_r4_signed_70ep/models/final/GEN2_T7_70epoch_best.pth,E10BE0EF58C18A976E126031F946D3269773E865DB7CEF6B9167755E7E655C67
T7_GEN2_6_6_8_10_40,GEN2,last,38,2506140,1100004,56.107639637051406,6-6-8-10-40,70,0.4328819124300231,0.2407711533434893,0.24920015642053808,0.5660061889576148,0.40030419362838615,0.29238744923632365,85.22943001534952,experiments/recovery/recovery_56pct/T7_bdd_gen2_r4_signed_70ep/models/final/GEN2_T7_70epoch_last.pth,CB49C854349E498618FC14DB8F9DB3D00736CF11049E4C97531EAF3C0B9A207A
