method,model_path,split,size_mb,total_params,zero_params,zero_param_percent,map50_95,map50,drop_map50_95,drop_map50,preprocess_ms,inference_ms,postprocess_ms,latency_ms,fps,target_layers,amount,note
FP32 baseline,/home/afm176/yolo_project/runs/baseline/baseline_yolo26n_mio_11000_e100_img640_b16_s42_20260701_001856/weights/best.pt,val,5.137639,2376981,3,0.000126,0.506632,0.690055,0.000000,0.000000,0.310155,1.083137,0.121319,1.514610,660.235955,,,original trained model
L2 structured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l2_structured_single_sweep/layer_16_amt_0p50/yolo26n_l2_layer_16_amt_0p50.pt,val,4.726361,2376981,16899,0.710944,0.198812,0.347293,0.307820,0.342762,0.256180,1.078196,0.051809,1.386184,721.404714,16,0.5,mask-based structured pruning; architecture shape unchanged
