model,classes,imgsz,threads,warmup,repeat,benchmark_images,measured_inferences,conf,iou,max_det,output_dims,output_w,output_h,output_c,mean_io_ms,mean_preprocess_ms,mean_inference_ms,mean_postprocess_ms,mean_compute_ms,median_compute_ms,p95_compute_ms,compute_fps,mean_total_ms,median_total_ms,p95_total_ms,total_fps,peak_rss_mib,raw_process_cpu_percent,normalized_board_cpu_percent,logical_cores
3_global_L1_snow,8,640,2,5,3,50,150,0.25000000,0.69999999,300,2,8400,12,1,21.31921287,74.15798101,8261.72485034,1.15049149,8337.03332285,8402.60752500,8458.43532175,0.11994674,8358.35253571,8425.33867350,8477.61949740,0.11959899,116.18750000,192.02661829,96.01330914,2
