method,model_path,split,size_mb,total_params,zero_params,zero_param_percent,map50_95,map50,drop_map50_95,drop_map50,preprocess_ms,inference_ms,postprocess_ms,latency_ms,fps,target_layers,amount,note
FP32 baseline,/home/afm176/yolo_project/runs/baseline/baseline_yolo26n_mio_11000_e100_img640_b16_s42_20260701_001856/weights/best.pt,val,5.137639,2376981,3,0.000126,0.506632,0.690055,0.000000,0.000000,0.303466,1.016709,0.074121,1.394296,717.207894,,,original trained model
L2 structured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l2_structured_combo_top6_amt_0p10/combo_20_10_amt_0p10/yolo26n_l2_combo_20_10_amt_0p10.pt,val,4.726974,2376981,40056,1.685163,0.437222,0.618515,0.069410,0.071540,0.271013,0.985885,0.077421,1.334319,749.446010,"20,10",0.1,mask-based structured pruning; architecture shape unchanged
