method,model_path,split,size_mb,total_params,zero_params,zero_param_percent,map50_95,map50,drop_map50_95,drop_map50,preprocess_ms,inference_ms,postprocess_ms,latency_ms,fps,target_layers,amount,note
FP32 baseline,/home/afm176/yolo_project/runs/baseline/baseline_yolo26n_mio_11000_e100_img640_b16_s42_20260701_001856/weights/best.pt,val,5.137639,2376981,3,0.000126,0.506632,0.690055,0.000000,0.000000,0.244250,1.005984,0.042671,1.292905,773.452077,,,original trained model
L2 structured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l2_structured_amount_sweep/layer_3_amt_0p20/yolo26n_l2_layer_3_amt_0p20.pt,val,4.726157,2376981,7491,0.315148,0.285504,0.374611,0.221128,0.315444,0.266541,0.985828,0.060401,1.312769,761.748595,3,0.2,mask-based structured pruning; architecture shape unchanged
