group_id,root,current_channel_index,raw_l1_sum,rejected_lower_scoring_candidates,parameters_before,parameters_removed,parameters_after,dependency_operation_count,step,reduction_percent
DG006,model.13.m.0.cv1.conv,1,11.034745216369629,17,2300309,170,2300139,15,608,8.291209645586884
DG007,model.13.m.0.cv2.conv,2,11.050857543945312,17,2300139,130,2300009,5,609,8.296392872664061
DG007,model.13.m.0.cv2.conv,4,11.075218200683594,17,2300009,130,2299879,5,610,8.301576099741236
DG007,model.13.m.0.cv2.conv,4,11.169876098632812,19,2299879,130,2299749,5,611,8.306759326818414
DG007,model.13.m.0.cv2.conv,1,11.19451904296875,19,2299749,130,2299619,5,612,8.311942553895591
DG007,model.13.m.0.cv2.conv,1,11.210121154785156,19,2299619,130,2299489,5,613,8.317125780972766
DG007,model.13.m.0.cv2.conv,0,11.272882461547852,19,2299489,130,2299359,5,614,8.322309008049956
DG010,model.16.cv2.conv,20,11.30056095123291,19,2299359,1112,2298247,14,615,8.366645535048578
DG010,model.16.cv2.conv,22,11.41028881072998,20,2298247,1112,2297135,14,616,8.410982062047212
DG010,model.16.cv2.conv,7,11.41391372680664,20,2297135,1112,2296023,14,617,8.455318589045845
DG010,model.16.cv2.conv,27,11.664224624633789,20,2296023,1112,2294911,14,618,8.49965511604448
DG010,model.16.cv2.conv,5,11.71638298034668,20,2294911,1112,2293799,14,619,8.543991643043114
DG010,model.16.cv2.conv,22,11.745377540588379,20,2293799,1112,2292687,14,620,8.588328170041748
DG010,model.16.cv2.conv,34,11.9719877243042,20,2292687,1112,2291575,14,621,8.632664697040383
DG010,model.16.cv2.conv,6,11.979284286499023,20,2291575,1112,2290463,14,622,8.677001224039005
DG010,model.16.cv2.conv,20,12.111831665039062,20,2290463,1112,2289351,14,623,8.72133775103764
DG010,model.16.cv2.conv,27,12.233657836914062,20,2289351,1112,2288239,14,624,8.765674278036272
DG010,model.16.cv2.conv,14,12.35704231262207,20,2288239,1112,2287127,14,625,8.810010805034906
DG028,model.4.cv2.conv,84,12.677614212036133,20,2287127,1314,2285813,6,626,8.862401269491926
DG010,model.16.cv2.conv,1,12.749889373779297,20,2285813,1112,2284701,14,627,8.90673779649056
DG010,model.16.cv2.conv,3,12.800796508789062,20,2284701,1112,2283589,14,628,8.951074323489195
DG028,model.4.cv2.conv,91,12.936467170715332,20,2283589,1314,2282275,6,629,9.003464787946204
DG038,model.8.m.0.cv1.conv,19,12.97555160522461,20,2282275,2566,2279709,15,630,9.105773716254205
DG010,model.16.cv2.conv,12,13.017353057861328,20,2279709,1112,2278597,14,631,9.15011024325283
DG010,model.16.cv2.conv,19,13.058425903320312,20,2278597,1112,2277485,14,632,9.194446770251464
DG010,model.16.cv2.conv,21,13.131158828735352,20,2277485,1112,2276373,14,633,9.238783297250098
DG010,model.16.cv2.conv,17,13.150495529174805,20,2276373,1112,2275261,14,634,9.28311982424873
DG028,model.4.cv2.conv,67,13.16921615600586,20,2275261,1314,2273947,6,635,9.33551028870575
DG028,model.4.cv2.conv,99,13.189695358276367,20,2273947,1314,2272633,6,636,9.38790075316277
DG010,model.16.cv2.conv,24,13.189861297607422,20,2272633,1112,2271521,14,637,9.432237280161393
DG010,model.16.cv2.conv,18,13.262741088867188,20,2271521,1112,2270409,14,638,9.476573807160026
DG016,model.19.cv2.conv,126,13.429784774780273,20,2270409,1784,2268625,14,639,9.54770363104992
DG028,model.4.cv2.conv,98,13.44626235961914,20,2268625,1314,2267311,6,640,9.60009409550694
DG028,model.4.cv2.conv,107,13.452106475830078,20,2267311,1314,2265997,6,641,9.652484559963959
DG028,model.4.cv2.conv,57,13.454488754272461,20,2265997,1314,2264683,6,642,9.704875024420978
DG010,model.16.cv2.conv,1,13.475580215454102,20,2264683,1112,2263571,14,643,9.7492115514196
DG010,model.16.cv2.conv,15,13.582498550415039,20,2263571,1112,2262459,14,644,9.793548078418235
DG010,model.16.cv2.conv,32,13.585958480834961,20,2262459,1112,2261347,14,645,9.83788460541687
DG028,model.4.cv2.conv,5,13.688152313232422,20,2261347,1314,2260033,6,646,9.890275069873889
DG010,model.16.cv2.conv,13,13.693682670593262,20,2260033,1112,2258921,14,647,9.934611596872521
DG038,model.8.m.0.cv1.conv,41,13.71635913848877,20,2258921,2566,2256355,15,648,10.036920525180514
DG028,model.4.cv2.conv,17,13.878435134887695,20,2256355,1314,2255041,6,649,10.089310989637534
DG010,model.16.cv2.conv,21,13.88504409790039,20,2255041,1112,2253929,14,650,10.133647516636168
DG010,model.16.cv2.conv,28,14.069860458374023,20,2253929,1112,2252817,14,651,10.177984043634803
DG028,model.4.cv2.conv,36,14.148073196411133,20,2252817,1314,2251503,6,652,10.23037450809181
DG010,model.16.cv2.conv,25,14.151978492736816,20,2251503,1112,2250391,14,653,10.274711035090444
DG010,model.16.cv2.conv,15,14.161104202270508,20,2250391,1112,2249279,14,654,10.319047562089079
DG028,model.4.cv2.conv,37,14.238094329833984,20,2249279,1314,2247965,6,655,10.371438026546098
DG010,model.16.cv2.conv,4,14.25531005859375,20,2247965,1112,2246853,14,656,10.415774553544733
DG028,model.4.cv2.conv,116,14.311564445495605,20,2246853,1314,2245539,6,657,10.468165018001752
DG028,model.4.cv2.conv,14,14.392200469970703,20,2245539,1314,2244225,6,658,10.52055548245876
DG010,model.16.cv2.conv,0,14.409225463867188,20,2244225,1112,2243113,14,659,10.564892009457393
DG028,model.4.cv2.conv,25,14.44370174407959,20,2243113,1314,2241799,6,660,10.617282473914413
DG028,model.4.cv2.conv,59,14.45482063293457,20,2241799,1314,2240485,6,661,10.669672938371432
DG026,model.22.m.0.1.ffn.0.conv,49,14.485783576965332,20,2240485,258,2240227,4,662,10.679959650570758
DG026,model.22.m.0.1.ffn.0.conv,205,14.502557754516602,20,2240227,258,2239969,4,663,10.690246362770072
DG028,model.4.cv2.conv,59,14.522833824157715,20,2239969,1314,2238655,6,664,10.742636827227091
DG038,model.8.m.0.cv1.conv,58,14.536773681640625,20,2238655,2566,2236089,15,665,10.844945755535084
DG028,model.4.cv2.conv,31,14.540538787841797,20,2236089,1314,2234775,6,666,10.897336219992104
DG028,model.4.cv2.conv,8,14.547779083251953,20,2234775,1314,2233461,6,667,10.949726684449123
DG010,model.16.cv2.conv,16,14.563694953918457,20,2233461,1112,2232349,14,668,10.994063211447758
DG028,model.4.cv2.conv,86,14.567914962768555,20,2232349,1314,2231035,6,669,11.046453675904777
DG028,model.4.cv2.conv,89,14.622618675231934,20,2231035,1314,2229721,6,670,11.098844140361786
DG028,model.4.cv2.conv,87,14.650484085083008,20,2229721,1314,2228407,6,671,11.151234604818805
DG038,model.8.m.0.cv1.conv,30,14.660930633544922,20,2228407,2566,2225841,15,672,11.253543533126798
DG028,model.4.cv2.conv,27,14.666825294494629,20,2225841,1314,2224527,6,673,11.305933997583818
DG028,model.4.cv2.conv,41,14.682477951049805,20,2224527,1314,2223213,6,674,11.358324462040837
DG010,model.16.cv2.conv,14,14.688620567321777,20,2223213,1112,2222101,14,675,11.40266098903947
DG028,model.4.cv2.conv,66,14.695053100585938,20,2222101,1314,2220787,6,676,11.45505145349649
DG028,model.4.cv2.conv,100,14.697490692138672,20,2220787,1314,2219473,6,677,11.507441917953498
DG010,model.16.cv2.conv,5,14.763021469116211,20,2219473,1112,2218361,14,678,11.551778444952133
DG010,model.16.cv2.conv,14,14.764223098754883,20,2218361,1112,2217249,14,679,11.596114971950765
DG028,model.4.cv2.conv,19,14.768022537231445,20,2217249,1314,2215935,6,680,11.648505436407785
DG028,model.4.cv2.conv,91,14.781482696533203,20,2215935,1314,2214621,6,681,11.700895900864804
DG028,model.4.cv2.conv,47,14.809328079223633,20,2214621,1314,2213307,6,682,11.753286365321813
DG028,model.4.cv2.conv,76,14.829007148742676,20,2213307,1314,2211993,6,683,11.805676829778832
DG026,model.22.m.0.1.ffn.0.conv,6,14.857269287109375,20,2211993,258,2211735,4,684,11.815963541978158
DG016,model.19.cv2.conv,22,14.863887786865234,20,2211735,1784,2209951,14,685,11.88709336586805
DG028,model.4.cv2.conv,82,14.893707275390625,20,2209951,1314,2208637,6,686,11.93948383032507
DG016,model.19.cv2.conv,70,14.907049179077148,20,2208637,1784,2206853,14,687,12.010613654214964
DG028,model.4.cv2.conv,5,14.928863525390625,20,2206853,1314,2205539,6,688,12.063004118671984
DG028,model.4.cv2.conv,74,14.942070007324219,20,2205539,1314,2204225,6,689,12.11539458312899
DG028,model.4.cv2.conv,65,14.949337005615234,20,2204225,1314,2202911,6,690,12.16778504758601
DG010,model.16.cv2.conv,15,14.965585708618164,20,2202911,1112,2201799,14,691,12.212121574584645
DG028,model.4.cv2.conv,47,14.969297409057617,20,2201799,1314,2200485,6,692,12.264512039041664
DG010,model.16.cv2.conv,12,15.013500213623047,20,2200485,1112,2199373,14,693,12.308848566040298
DG028,model.4.cv2.conv,7,15.0264892578125,20,2199373,1314,2198059,6,694,12.361239030497305
DG010,model.16.cv2.conv,6,15.040024757385254,20,2198059,1112,2196947,14,695,12.40557555749594
DG010,model.16.cv2.conv,15,15.043317794799805,20,2196947,1112,2195835,14,696,12.449912084494574
DG028,model.4.cv2.conv,46,15.044567108154297,20,2195835,1314,2194521,6,697,12.502302548951594
DG028,model.4.cv2.conv,32,15.04527473449707,20,2194521,1314,2193207,6,698,12.554693013408613
DG028,model.4.cv2.conv,67,15.04983139038086,20,2193207,1314,2191893,6,699,12.607083477865622
DG028,model.4.cv2.conv,38,15.056924819946289,20,2191893,1314,2190579,6,700,12.659473942322641
DG028,model.4.cv2.conv,31,15.058998107910156,20,2190579,1314,2189265,6,701,12.711864406779661
DG028,model.4.cv2.conv,59,15.060733795166016,20,2189265,1314,2187951,6,702,12.76425487123668
DG028,model.4.cv2.conv,85,15.06195068359375,20,2187951,1314,2186637,6,703,12.8166453356937
DG028,model.4.cv2.conv,75,15.075767517089844,20,2186637,1314,2185323,6,704,12.869035800150709
DG028,model.4.cv2.conv,19,15.095728874206543,20,2185323,1314,2184009,6,705,12.921426264607728
DG028,model.4.cv2.conv,44,15.097393035888672,20,2184009,1314,2182695,6,706,12.973816729064747
DG010,model.16.cv2.conv,15,15.121225357055664,20,2182695,1112,2181583,14,707,13.01815325606338
DG028,model.4.cv2.conv,81,15.130148887634277,20,2181583,1314,2180269,6,708,13.0705437205204
DG028,model.4.cv2.conv,42,15.134222984313965,20,2180269,1314,2178955,6,709,13.122934184977408
DG028,model.4.cv2.conv,61,15.140798568725586,20,2178955,1314,2177641,6,710,13.175324649434428
DG028,model.4.cv2.conv,61,15.159046173095703,20,2177641,1314,2176327,6,711,13.227715113891447
DG028,model.4.cv2.conv,56,15.165933609008789,20,2176327,1314,2175013,6,712,13.280105578348467
DG028,model.4.cv2.conv,58,15.177620887756348,20,2175013,1314,2173699,6,713,13.332496042805486
DG028,model.4.cv2.conv,7,15.18202018737793,20,2173699,1314,2172385,6,714,13.384886507262495
DG026,model.22.m.0.1.ffn.0.conv,83,15.200584411621094,20,2172385,258,2172127,4,715,13.395173219461821
DG010,model.16.cv2.conv,13,15.204706192016602,20,2172127,1112,2171015,14,716,13.439509746460454
DG015,model.17.conv,1,14.809783935546875,20,2171015,274,2170741,5,717,13.450434394300048
DG028,model.4.cv2.conv,29,15.219311714172363,20,2170741,1314,2169427,6,718,13.502824858757068
DG028,model.4.cv2.conv,46,15.223237991333008,20,2169427,1314,2168113,6,719,13.555215323214076
DG028,model.4.cv2.conv,23,15.228814125061035,20,2168113,1314,2166799,6,720,13.607605787671096
DG028,model.4.cv2.conv,41,15.232189178466797,20,2166799,1314,2165485,6,721,13.659996252128115
DG028,model.4.cv2.conv,40,15.245210647583008,20,2165485,1314,2164171,6,722,13.712386716585135
DG028,model.4.cv2.conv,5,15.266042709350586,20,2164171,1314,2162857,6,723,13.764777181042142
DG028,model.4.cv2.conv,20,15.28330135345459,20,2162857,1314,2161543,6,724,13.817167645499161
DG028,model.4.cv2.conv,22,15.289504051208496,20,2161543,1314,2160229,6,725,13.86955810995618
DG028,model.4.cv2.conv,63,15.293937683105469,20,2160229,1314,2158915,6,726,13.9219485744132
DG028,model.4.cv2.conv,46,15.368324279785156,20,2158915,1314,2157601,6,727,13.97433903887022
DG004,model.10.m.0.ffn.0.conv,1,15.386571884155273,20,2157601,258,2157343,4,728,13.984625751069535
DG028,model.4.cv2.conv,39,15.400650024414062,20,2157343,1314,2156029,6,729,14.037016215526554
DG028,model.4.cv2.conv,8,15.410205841064453,20,2156029,1314,2154715,6,730,14.089406679983574
DG028,model.4.cv2.conv,21,15.413928985595703,20,2154715,1314,2153401,6,731,14.141797144440593
DG028,model.4.cv2.conv,21,15.429290771484375,20,2153401,1314,2152087,6,732,14.194187608897613
DG010,model.16.cv2.conv,11,15.430285453796387,20,2152087,1103,2150984,14,733,14.238165297098593
DG015,model.17.conv,42,14.605911254882812,20,2150984,265,2150719,5,734,14.248731106140532
DG015,model.17.conv,51,15.113324165344238,20,2150719,265,2150454,5,735,14.259296915182473
DG015,model.17.conv,31,15.366719245910645,20,2150454,265,2150189,5,736,14.269862724224414
DG028,model.4.cv2.conv,16,15.439056396484375,20,2150189,1314,2148875,6,737,14.322253188681422
DG028,model.4.cv2.conv,16,15.442094802856445,20,2148875,1314,2147561,6,738,14.374643653138442
DG028,model.4.cv2.conv,36,15.448390007019043,20,2147561,1314,2146247,6,739,14.427034117595461
DG028,model.4.cv2.conv,25,15.449703216552734,20,2146247,1314,2144933,6,740,14.47942458205248
DG028,model.4.cv2.conv,16,15.455028533935547,20,2144933,1314,2143619,6,741,14.5318150465095
DG038,model.8.m.0.cv1.conv,24,15.472543716430664,20,2143619,2566,2141053,15,742,14.634123974817491
DG028,model.4.cv2.conv,40,15.478227615356445,20,2141053,1314,2139739,6,743,14.68651443927451
DG028,model.4.cv2.conv,37,15.500202178955078,20,2139739,1314,2138425,6,744,14.73890490373152
DG028,model.4.cv2.conv,15,15.501129150390625,20,2138425,1314,2137111,6,745,14.791295368188539
DG026,model.22.m.0.1.ffn.0.conv,242,15.510063171386719,20,2137111,258,2136853,4,746,14.801582080387865
DG028,model.4.cv2.conv,13,15.514748573303223,20,2136853,1314,2135539,6,747,14.853972544844884
DG016,model.19.cv2.conv,96,15.526013374328613,20,2135539,1784,2133755,14,748,14.925102368734777
DG010,model.16.cv2.conv,6,15.533119201660156,20,2133755,1076,2132679,14,749,14.968003540542806
DG015,model.17.conv,52,14.611780166625977,20,2132679,256,2132423,5,750,14.978210510787093
DG015,model.17.conv,52,15.267646789550781,20,2132423,256,2132167,5,751,14.98841748103138
DG028,model.4.cv2.conv,18,15.543295860290527,20,2132167,1314,2130853,6,752,15.0408079454884
DG028,model.4.cv2.conv,0,15.545734405517578,20,2130853,1314,2129539,6,753,15.093198409945419
DG028,model.4.cv2.conv,23,15.558050155639648,20,2129539,1314,2128225,6,754,15.145588874402439
DG026,model.22.m.0.1.ffn.0.conv,172,15.576898574829102,20,2128225,258,2127967,4,755,15.155875586601752
DG028,model.4.cv2.conv,25,15.577350616455078,20,2127967,1314,2126653,6,756,15.208266051058771
DG028,model.4.cv2.conv,36,15.579841613769531,20,2126653,1314,2125339,6,757,15.260656515515791
DG028,model.4.cv2.conv,30,15.581554412841797,20,2125339,1314,2124025,6,758,15.31304697997281
DG026,model.22.m.0.1.ffn.0.conv,93,15.598718643188477,20,2124025,258,2123767,4,759,15.323333692172136
DG015,model.17.conv,47,15.641911506652832,20,2123767,256,2123511,5,760,15.333540662416423
DG028,model.4.cv2.conv,41,15.653797149658203,20,2123511,1314,2122197,6,761,15.385931126873443
DG015,model.17.conv,55,15.659570693969727,20,2122197,256,2121941,5,762,15.396138097117728
DG010,model.16.cv2.conv,7,15.670318603515625,20,2121941,1040,2120901,14,763,15.437603913735154
DG015,model.17.conv,13,14.772656440734863,20,2120901,247,2120654,5,764,15.447452045181787
DG015,model.17.conv,53,15.06887435913086,20,2120654,247,2120407,5,765,15.45730017662843
DG015,model.17.conv,3,15.535930633544922,20,2120407,247,2120160,5,766,15.467148308075075
DG028,model.4.cv2.conv,21,15.68229866027832,20,2120160,1314,2118846,6,767,15.519538772532082
DG028,model.4.cv2.conv,7,15.683536529541016,20,2118846,1314,2117532,6,768,15.571929236989101
DG028,model.4.cv2.conv,17,15.688514709472656,20,2117532,1314,2116218,6,769,15.62431970144612
DG016,model.19.cv2.conv,96,15.690947532653809,20,2116218,1784,2114434,14,770,15.695449525336013
DG028,model.4.cv2.conv,18,15.692527770996094,20,2114434,1314,2113120,6,771,15.747839989793032
DG010,model.16.cv2.conv,2,15.69296646118164,20,2113120,1013,2112107,14,772,15.788229290017508
DG015,model.17.conv,10,14.166637420654297,20,2112107,238,2111869,5,773,15.797718582666487
DG015,model.17.conv,46,14.372269630432129,20,2111869,238,2111631,5,774,15.807207875315477
DG015,model.17.conv,6,14.640806198120117,20,2111631,238,2111393,5,775,15.816697167964467
DG015,model.17.conv,41,15.005902290344238,20,2111393,238,2111155,5,776,15.826186460613457
DG015,model.17.conv,0,15.222232818603516,20,2111155,238,2110917,5,777,15.835675753262446
DG015,model.17.conv,27,15.27939224243164,20,2110917,238,2110679,5,778,15.845165045911436
DG015,model.17.conv,40,15.280019760131836,20,2110679,238,2110441,5,779,15.854654338560415
DG015,model.17.conv,27,15.353713989257812,20,2110441,238,2110203,5,780,15.864143631209405
DG015,model.17.conv,22,15.624452590942383,20,2110203,238,2109965,5,781,15.873632923858395
DG015,model.17.conv,5,15.627017974853516,20,2109965,238,2109727,5,782,15.883122216507385
DG026,model.22.m.0.1.ffn.0.conv,197,15.70057487487793,20,2109727,258,2109469,4,783,15.893408928706709
DG028,model.4.cv2.conv,4,15.707042694091797,20,2109469,1314,2108155,6,784,15.945799393163718
DG028,model.4.cv2.conv,5,15.711315155029297,20,2108155,1314,2106841,6,785,15.998189857620737
DG028,model.4.cv2.conv,11,15.715717315673828,20,2106841,1314,2105527,6,786,16.050580322077757
DG028,model.4.cv2.conv,16,15.7225980758667,20,2105527,1314,2104213,6,787,16.102970786534776
DG028,model.4.cv2.conv,17,15.74388313293457,20,2104213,1314,2102899,6,788,16.155361250991795
DG026,model.22.m.0.1.ffn.0.conv,211,15.747467041015625,20,2102899,258,2102641,4,789,16.16564796319111
DG028,model.4.cv2.conv,22,15.757453918457031,20,2102641,1314,2101327,6,790,16.21803842764813
DG015,model.17.conv,9,15.764015197753906,20,2101327,238,2101089,5,791,16.227527720297118
DG028,model.4.cv2.conv,12,15.764335632324219,20,2101089,1314,2099775,6,792,16.279918184754138
DG015,model.17.conv,14,15.765130996704102,20,2099775,238,2099537,5,793,16.289407477403127
DG010,model.16.cv2.conv,7,15.77214241027832,20,2099537,905,2098632,14,794,16.32549071205579
DG015,model.17.conv,35,14.233865737915039,20,2098632,229,2098403,5,795,16.334621165907127
DG015,model.17.conv,30,14.385993003845215,20,2098403,229,2098174,5,796,16.34375161975846
DG015,model.17.conv,23,14.52717399597168,20,2098174,229,2097945,5,797,16.3528820736098
DG015,model.17.conv,2,14.617677688598633,20,2097945,229,2097716,5,798,16.362012527461133
DG015,model.17.conv,4,14.959132194519043,20,2097716,229,2097487,5,799,16.37114298131247
DG015,model.17.conv,8,14.968191146850586,20,2097487,229,2097258,5,800,16.380273435163804
DG015,model.17.conv,23,15.015533447265625,20,2097258,229,2097029,5,801,16.389403889015142
DG015,model.17.conv,2,15.05119800567627,20,2097029,229,2096800,5,802,16.39853434286649
DG015,model.17.conv,12,15.16707992553711,20,2096800,229,2096571,5,803,16.407664796717825
DG015,model.17.conv,9,15.261634826660156,20,2096571,229,2096342,5,804,16.41679525056916
DG015,model.17.conv,20,15.372325897216797,20,2096342,229,2096113,5,805,16.425925704420496
DG015,model.17.conv,23,15.595054626464844,20,2096113,229,2095884,5,806,16.435056158271834
DG015,model.17.conv,27,15.68789291381836,20,2095884,229,2095655,5,807,16.44418661212317
DG015,model.17.conv,15,15.777092933654785,20,2095655,229,2095426,5,808,16.453317065974502
DG028,model.4.cv2.conv,21,15.77789306640625,20,2095426,1314,2094112,6,809,16.505707530431522
DG015,model.17.conv,8,15.797889709472656,20,2094112,229,2093883,5,810,16.51483798428286
DG026,model.22.m.0.1.ffn.0.conv,118,15.812724113464355,20,2093883,258,2093625,4,811,16.525124696482184
DG028,model.4.cv2.conv,14,15.818061828613281,20,2093625,1314,2092311,6,812,16.577515160939203
DG028,model.4.cv2.conv,7,15.823234558105469,20,2092311,1314,2090997,6,813,16.629905625396212
DG028,model.4.cv2.conv,10,15.842756271362305,20,2090997,1314,2089683,6,814,16.68229608985323
DG028,model.4.cv2.conv,16,15.869586944580078,20,2089683,1314,2088369,6,815,16.73468655431025
DG028,model.4.cv2.conv,18,15.885444641113281,20,2088369,1314,2087055,6,816,16.78707701876727
DG010,model.16.cv2.conv,9,15.88555908203125,20,2087055,770,2086285,14,817,16.81777767145517
DG015,model.17.conv,3,13.922674179077148,20,2086285,220,2086065,5,818,16.826549286508865
DG015,model.17.conv,0,14.318885803222656,20,2086065,220,2085845,5,819,16.835320901562547
DG015,model.17.conv,3,14.91306209564209,20,2085845,220,2085625,5,820,16.84409251661623
DG015,model.17.conv,11,15.271209716796875,20,2085625,220,2085405,5,821,16.85286413166992
DG015,model.17.conv,10,15.374247550964355,20,2085405,220,2085185,5,822,16.861635746723604
DG015,model.17.conv,8,15.469974517822266,20,2085185,220,2084965,5,823,16.870407361777286
DG015,model.17.conv,10,15.672664642333984,20,2084965,220,2084745,5,824,16.87917897683098
DG015,model.17.conv,1,15.824213027954102,20,2084745,220,2084525,5,825,16.88795059188466
DG010,model.16.cv2.conv,1,15.906298637390137,20,2084525,698,2083827,14,826,16.91578053419136
DG015,model.17.conv,8,13.698970794677734,20,2083827,211,2083616,5,827,16.92419331044739
DG015,model.17.conv,5,14.890047073364258,20,2083616,211,2083405,5,828,16.932606086703426
DG015,model.17.conv,10,14.917139053344727,20,2083405,211,2083194,5,829,16.941018862959467
DG015,model.17.conv,5,14.977315902709961,20,2083194,211,2082983,5,830,16.949431639215497
DG015,model.17.conv,6,15.420701026916504,20,2082983,211,2082772,5,831,16.957844415471534
DG015,model.17.conv,6,15.796350479125977,20,2082772,211,2082561,5,832,16.966257191727575
DG026,model.22.m.0.1.ffn.0.conv,242,15.910500526428223,20,2082561,258,2082303,4,833,16.97654390392689
DG010,model.16.cv2.conv,3,15.929855346679688,20,2082303,644,2081659,14,834,17.00222081344769
DG015,model.17.conv,0,14.77835464477539,20,2081659,202,2081457,5,835,17.010274750906063
DG015,model.17.conv,5,14.79007339477539,20,2081457,202,2081255,5,836,17.01832868836445
DG015,model.17.conv,1,14.854358673095703,20,2081255,202,2081053,5,837,17.026382625822833
DG015,model.17.conv,7,15.282777786254883,20,2081053,202,2080851,5,838,17.03443656328122
DG015,model.17.conv,7,15.378692626953125,20,2080851,202,2080649,5,839,17.042490500739603
DG015,model.17.conv,4,15.672497749328613,20,2080649,202,2080447,5,840,17.05054443819799
DG028,model.4.cv2.conv,25,15.93494987487793,20,2080447,1314,2079133,6,841,17.102934902655008
DG028,model.4.cv2.conv,8,15.937957763671875,20,2079133,1314,2077819,6,842,17.155325367112027
DG028,model.4.cv2.conv,2,15.941308975219727,20,2077819,1314,2076505,6,843,17.207715831569036
DG028,model.4.cv2.conv,1,15.95001220703125,20,2076505,1314,2075191,6,844,17.260106296026056
DG028,model.4.cv2.conv,20,15.978948593139648,20,2075191,1314,2073877,6,845,17.312496760483075
DG015,model.17.conv,1,15.989450454711914,20,2073877,202,2073675,5,846,17.32055069794146
DG028,model.4.cv2.conv,7,16.009857177734375,20,2073675,1314,2072361,6,847,17.37294116239848
DG028,model.4.cv2.conv,9,16.02248191833496,20,2072361,1314,2071047,6,848,17.4253316268555
DG028,model.4.cv2.conv,10,16.033815383911133,20,2071047,1314,2069733,6,849,17.477722091312508
DG016,model.19.cv2.conv,64,16.0508975982666,20,2069733,1784,2067949,14,850,17.548851915202402
DG028,model.4.cv2.conv,0,16.059730529785156,20,2067949,1314,2066635,6,851,17.60124237965942
DG030,model.5.conv,107,15.476045608520508,20,2066635,310,2066325,4,852,17.61360238268962
DG028,model.4.cv2.conv,11,16.081178665161133,20,2066325,1305,2065020,6,853,17.665634008348984
DG028,model.4.cv2.conv,5,16.094011306762695,20,2065020,1305,2063715,6,854,17.717665634008352
DG028,model.4.cv2.conv,10,16.095458984375,20,2063715,1305,2062410,6,855,17.769697259667716
DG030,model.5.conv,116,15.996807098388672,20,2062410,283,2062127,4,856,17.78098074630495
DG030,model.5.conv,125,16.08561134338379,20,2062127,283,2061844,4,857,17.792264232942202
DG028,model.4.cv2.conv,15,16.095993041992188,20,2061844,1287,2060557,6,858,17.843578181006258
DG030,model.5.conv,22,15.227542877197266,20,2060557,274,2060283,4,859,17.854502828845852
DG030,model.5.conv,69,15.481884956359863,20,2060283,274,2060009,4,860,17.865427476685447
DG028,model.4.cv2.conv,2,16.099523544311523,20,2060009,1269,2058740,6,861,17.91602374715421
DG030,model.5.conv,22,14.26950740814209,20,2058740,265,2058475,4,862,17.92658955619615
DG030,model.5.conv,38,15.786518096923828,20,2058475,265,2058210,4,863,17.937155365238088
DG030,model.5.conv,88,15.809715270996094,20,2058210,265,2057945,4,864,17.94772117428003
DG030,model.5.conv,62,15.888224601745605,20,2057945,265,2057680,4,865,17.95828698332197
DG028,model.4.cv2.conv,7,16.10497283935547,20,2057680,1233,2056447,6,866,18.007447898600127
DG030,model.5.conv,14,14.592844009399414,20,2056447,256,2056191,4,867,18.017654868844424
DG030,model.5.conv,12,14.632999420166016,20,2056191,256,2055935,4,868,18.02786183908871
DG030,model.5.conv,88,14.985309600830078,20,2055935,256,2055679,4,869,18.038068809332998
DG030,model.5.conv,92,15.083734512329102,20,2055679,256,2055423,4,870,18.04827577957728
DG030,model.5.conv,61,15.593884468078613,20,2055423,256,2055167,4,871,18.05848274982158
DG030,model.5.conv,110,15.649598121643066,20,2055167,256,2054911,4,872,18.068689720065866
DG030,model.5.conv,1,15.740087509155273,20,2054911,256,2054655,4,873,18.078896690310152
DG030,model.5.conv,96,15.816726684570312,20,2054655,256,2054399,4,874,18.08910366055445
DG030,model.5.conv,66,15.875288009643555,20,2054399,256,2054143,4,875,18.099310630798737
DG030,model.5.conv,104,15.936891555786133,20,2054143,256,2053887,4,876,18.109517601043024
DG030,model.5.conv,2,15.939573287963867,20,2053887,256,2053631,4,877,18.11972457128731
DG030,model.5.conv,42,16.05472755432129,20,2053631,256,2053375,4,878,18.129931541531608
DG030,model.5.conv,69,16.05862045288086,20,2053375,256,2053119,4,879,18.140138511775895
DG039,model.8.m.0.cv2.conv,37,16.11456871032715,20,2053119,258,2052861,5,880,18.15042522397522
DG028,model.4.cv2.conv,13,16.11665916442871,20,2052861,1116,2051745,6,881,18.19492123488392
DG030,model.5.conv,91,14.924586296081543,20,2051745,247,2051498,4,882,18.204769366330552
DG030,model.5.conv,47,14.926965713500977,20,2051498,247,2051251,4,883,18.214617497777198
DG030,model.5.conv,96,14.964354515075684,20,2051251,247,2051004,4,884,18.22446562922383
DG030,model.5.conv,94,15.177445411682129,20,2051004,247,2050757,4,885,18.234313760670474
DG030,model.5.conv,98,15.224106788635254,20,2050757,247,2050510,4,886,18.244161892117106
DG030,model.5.conv,28,15.278961181640625,20,2050510,247,2050263,4,887,18.25401002356375
DG030,model.5.conv,94,15.456037521362305,20,2050263,247,2050016,4,888,18.263858155010382
DG030,model.5.conv,78,15.468681335449219,20,2050016,247,2049769,4,889,18.273706286457024
DG030,model.5.conv,35,15.499190330505371,20,2049769,247,2049522,4,890,18.28355441790367
DG030,model.5.conv,46,15.508801460266113,20,2049522,247,2049275,4,891,18.2934025493503
DG030,model.5.conv,81,15.679916381835938,20,2049275,247,2049028,4,892,18.303250680796946
