method,model_path,split,size_mb,total_params,zero_params,zero_param_percent,map50_95,map50,drop_map50_95,drop_map50,preprocess_ms,inference_ms,postprocess_ms,latency_ms,fps,target_layers,amount,note
FP32 baseline,/home/afm176/yolo_project/runs/baseline/baseline_yolo26n_mio_11000_e100_img640_b16_s42_20260701_001856/weights/best.pt,val,5.137639,2376981,3,0.000126,0.506632,0.690055,0.000000,0.000000,0.248954,1.006412,0.043355,1.298720,769.988965,,,original trained model
L2 structured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l2_structured_combo_top6_amt_0p10/combo_20_16_amt_0p10/yolo26n_l2_combo_20_16_amt_0p10.pt,val,4.726974,2376981,18467,0.776910,0.375986,0.563415,0.130647,0.126640,0.253048,0.971176,0.043035,1.267259,789.104954,"20,16",0.1,mask-based structured pruning; architecture shape unchanged
