method,model_path,split,size_mb,total_params,zero_params,zero_param_percent,map50_95,map50,drop_map50_95,drop_map50,preprocess_ms,inference_ms,postprocess_ms,latency_ms,fps,target_layers,amount,note
FP32 baseline,/home/afm176/yolo_project/runs/baseline/baseline_yolo26n_mio_11000_e100_img640_b16_s42_20260701_001856/weights/best.pt,val,5.137639,2376981,3,0.000126,0.506632,0.690055,0.000000,0.000000,0.244973,1.014859,0.072348,1.332180,750.649143,,,original trained model
L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l1_unstructured_combo_new_top6_amt_0p10/combo_7_amt_0p10/yolo26n_l1_combo_7_amt_0p10.pt,val,4.726157,2376981,29494,1.240818,0.506839,0.689900,-0.000206,0.000155,0.251958,0.979167,0.043530,1.274654,784.526460,7,0.1,mask-based unstructured pruning; sparse weights with unchanged architecture shape
