experiment,domain,checkpoint,accepted_group_count,parameters_before,parameters_after,parameter_reduction_percent,stage_schedule,total_fine_tuning_epochs,map50,map75,map50_95,precision,recall,baseline_map50_95,map50_95_retention_vs_baseline_percent,model,model_sha256
T7_NGN2_6_6_8_10_40,NGN2,best,38,2506140,1100004,56.107639637051406,6-6-8-10-40,70,0.3846928873459154,0.22794205199438125,0.2293481721999404,0.5008165633178826,0.36647630075508464,0.2556081270327769,89.72647891220251,experiments/recovery/recovery_56pct/T7_bdd_ngn2_r4_signed_70ep/models/final/NGN2_T7_70epoch_best.pth,DBF94186DE17BB0599191325723A7F6A9889C2489189F2DF11EE1E45B0527272
T7_NGN2_6_6_8_10_40,NGN2,last,38,2506140,1100004,56.107639637051406,6-6-8-10-40,70,0.38618460291875406,0.22513082661869818,0.22855006232985592,0.5023823885926104,0.37885273909522194,0.2556081270327769,89.41423928220745,experiments/recovery/recovery_56pct/T7_bdd_ngn2_r4_signed_70ep/models/final/NGN2_T7_70epoch_last.pth,0E4350A5B42894EA8A6E9C203BFABD1911680237DFB73B7E9F40D0D3A1F93DD3
