method,model_path,split,size_mb,total_params,zero_params,zero_param_percent,map50_95,map50,drop_map50_95,drop_map50,preprocess_ms,inference_ms,postprocess_ms,latency_ms,fps,target_layers,amount,note
FP32 baseline,/home/afm176/yolo_project/runs/baseline/baseline_yolo26n_mio_11000_e100_img640_b16_s42_20260701_001856/weights/best.pt,val,5.137639,2376981,3,0.000126,0.506632,0.690055,0.000000,0.000000,0.354139,1.033555,0.042931,1.430625,698.995054,,,original trained model
L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l1_unstructured_combo_new_top6_amt_0p10/combo_20_22_10_8_amt_0p10/yolo26n_l1_combo_20_22_10_8_amt_0p10.pt,val,4.728055,2376981,119832,5.041353,0.505731,0.687600,0.000901,0.002455,0.433342,1.006670,0.042778,1.482790,674.404283,"20,22,10,8",0.1,mask-based unstructured pruning; sparse weights with unchanged architecture shape
