method,model_path,split,size_mb,total_params,zero_params,zero_param_percent,map50_95,map50,drop_map50_95,drop_map50,preprocess_ms,inference_ms,postprocess_ms,latency_ms,fps,target_layers,amount,note
FP32 baseline,/home/afm176/yolo_project/runs/baseline/baseline_yolo26n_mio_11000_e100_img640_b16_s42_20260701_001856/weights/best.pt,val,5.137639,2376981,3,0.000126,0.506632,0.690055,0.000000,0.000000,0.245064,1.012963,0.071379,1.329407,752.215363,,,original trained model
L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_8_amt_0p40/yolo26n_l1_layer_8_amt_0p40.pt,val,4.726157,2376981,137631,5.790160,0.504015,0.685925,0.002618,0.004130,0.287088,1.000348,0.075281,1.362717,733.828074,8,0.4,mask-based unstructured pruning; sparse weights with unchanged architecture shape
