model,classes,imgsz,threads,warmup,repeat,benchmark_images,measured_inferences,conf,iou,max_det,output_dims,output_w,output_h,output_c,mean_io_ms,mean_preprocess_ms,mean_inference_ms,mean_postprocess_ms,mean_compute_ms,median_compute_ms,p95_compute_ms,compute_fps,mean_total_ms,median_total_ms,p95_total_ms,total_fps,peak_rss_mib,raw_process_cpu_percent,normalized_board_cpu_percent,logical_cores
3_global_L1_p10_320_int8,11,320,2,5,3,50,150,0.25000000,0.69999999,300,2,2100,15,1,21.19616769,25.80839209,1453.41639489,0.54490209,1479.76968907,1449.46853500,1695.41364685,0.67578084,1500.96585676,1473.96431350,1714.95240930,0.66570520,51.56640625,192.99651215,96.49825607,2
