candidate,layers,domain,mode,status,error,run_dir,source_model,started_unix,best_model,best_model_sha256,last_model,last_model_sha256,parameters,source_architecture_sha256,recovered_architecture_sha256,adapter_layers,recovered_map50_95,recovered_map50,recovery_gain_map50_95,signed_ad_vs_baseline_map50_95,elapsed_seconds
C007,"9,19",SNOW,full,ok,,/home/afm176/yolo_project/5_reproduction/stage4_results/recovery_C007_L9_20260729_192450/training_runs/C007_SNOW_recovery20e,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/SNOW_C007_layers_9-19.pt,1785374696.5960379,/home/afm176/yolo_project/5_reproduction/stage4_results/recovery_C007_L9_20260729_192450/training_runs/C007_SNOW_recovery20e/weights/best.pt,f4da4755c5be0dd4cb0da4a31a20ec6dd5f98ebd549e363f8152a558cdca7bb6,/home/afm176/yolo_project/5_reproduction/stage4_results/recovery_C007_L9_20260729_192450/training_runs/C007_SNOW_recovery20e/weights/last.pt,9d538954a4a776ca22da12ac20d2d98319f7c1dc2736f284c165a1ddf4361ee7,2247080,13f6615ad1795fdd957a479fea35d5a176ca2cd4833912899a5b970cd90c2a0d,13f6615ad1795fdd957a479fea35d5a176ca2cd4833912899a5b970cd90c2a0d,"9,19",0.18068316525848274,0.3207731576061357,0.1046190919704733,0.009230377165785647,75.84312009811401
L9,9,SNOW,full,ok,,/home/afm176/yolo_project/5_reproduction/stage4_results/recovery_C007_L9_20260729_192450/training_runs/L9_SNOW_recovery20e,/home/afm176/yolo_project/5_reproduction/stage2_results/layer_replacement_sweep_20260729_151557/saved_replaced_models/SNOW_replace_L9_SPPF.pt,1785374772.441082,/home/afm176/yolo_project/5_reproduction/stage4_results/recovery_C007_L9_20260729_192450/training_runs/L9_SNOW_recovery20e/weights/best.pt,6278d728ba2c575a92713769c8a4ebd9018f8717706d7b0ef4530d96ae28732d,/home/afm176/yolo_project/5_reproduction/stage4_results/recovery_C007_L9_20260729_192450/training_runs/L9_SNOW_recovery20e/weights/last.pt,6e3ca96d0c9cc3ad7cbae30c764cb7bf6b1461b67ef0d1ac32d841f6d5f838e6,2342312,cb632a40f17b111862a1a1a19b58b43f035ad71920721861982f391d0e4c727b,cb632a40f17b111862a1a1a19b58b43f035ad71920721861982f391d0e4c727b,9,0.19081190248767135,0.3468992623639118,0.034969800914651045,-0.0008983600634029643,70.68962168693542
C007,"9,19",GEN,full,ok,,/home/afm176/yolo_project/5_reproduction/stage4_results/recovery_C007_L9_20260729_192450/training_runs/C007_GEN_recovery20e,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/GEN_C007_layers_9-19.pt,1785374843.1326683,/home/afm176/yolo_project/5_reproduction/stage4_results/recovery_C007_L9_20260729_192450/training_runs/C007_GEN_recovery20e/weights/best.pt,ac0ed444a67a7899ed9f1accc7bf0c85f36039bd4bee45825e897f2ed6266b1f,/home/afm176/yolo_project/5_reproduction/stage4_results/recovery_C007_L9_20260729_192450/training_runs/C007_GEN_recovery20e/weights/last.pt,a2b19372e13292633e05471335c096e989272e9cd6df796dfcc604b968d7e069,2248250,4356d86105d538264ee4706bbf22ecbfb73c40de57898c54d66e9f687e8aecec,4356d86105d538264ee4706bbf22ecbfb73c40de57898c54d66e9f687e8aecec,"9,19",0.618427270851961,0.816219060271642,0.5593827803802611,0.022993475237323868,10361.015104055405
L9,9,GEN,full,ok,,/home/afm176/yolo_project/5_reproduction/stage4_results/recovery_C007_L9_20260729_192450/training_runs/L9_GEN_recovery20e,/home/afm176/yolo_project/5_reproduction/stage2_results/layer_replacement_sweep_20260729_151557/saved_replaced_models/GEN_replace_L9_SPPF.pt,1785385204.14995,/home/afm176/yolo_project/5_reproduction/stage4_results/recovery_C007_L9_20260729_192450/training_runs/L9_GEN_recovery20e/weights/best.pt,662fd06e77ee44cbe61e74e867266efd0c08ef4f07e92184b94d582a83e5e288,/home/afm176/yolo_project/5_reproduction/stage4_results/recovery_C007_L9_20260729_192450/training_runs/L9_GEN_recovery20e/weights/last.pt,7f278dc6260c81972682075e9ab7f79e7eacc6f8e99e80723100e2fdf3c2fb6e,2343482,4806aea5e8e201ca325211bf473b5f9349c282b5755e36973c377a24f15d482f,4806aea5e8e201ca325211bf473b5f9349c282b5755e36973c377a24f15d482f,9,0.6346951407535281,0.8234835774155317,0.0946118849448907,0.006725605335756835,10543.975405693054
