method,model_path,split,size_mb,total_params,zero_params,zero_param_percent,map50_95,map50,drop_map50_95,drop_map50,preprocess_ms,inference_ms,postprocess_ms,latency_ms,fps,target_layers,amount,note
FP32 baseline,/home/afm176/yolo_project/runs/baseline/baseline_yolo26n_mio_11000_e100_img640_b16_s42_20260701_001856/weights/best.pt,val,5.137639,2376981,3,0.000126,0.506632,0.690055,0.000000,0.000000,0.251134,1.016732,0.069881,1.337747,747.525720,,,original trained model
L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l1_unstructured_combo_new_top6_amt_0p10/combo_22_amt_0p10/yolo26n_l1_combo_22_amt_0p10.pt,val,4.726361,2376981,45990,1.934807,0.506280,0.689161,0.000353,0.000894,0.265053,0.971574,0.042807,1.279434,781.595326,22,0.1,mask-based unstructured pruning; sparse weights with unchanged architecture shape
