method,model_path,split,size_mb,total_params,zero_params,zero_param_percent,map50_95,map50,drop_map50_95,drop_map50,preprocess_ms,inference_ms,postprocess_ms,latency_ms,fps,target_layers,amount,note
FP32 baseline,/home/afm176/yolo_project/runs/baseline/baseline_yolo26n_mio_11000_e100_img640_b16_s42_20260701_001856/weights/best.pt,val,5.137639,2376981,3,0.000126,0.506632,0.690055,0.000000,0.000000,0.280906,1.024533,0.135553,1.440992,693.966446,,,original trained model
L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_3_amt_0p30/yolo26n_l1_layer_3_amt_0p30.pt,val,4.726157,2376981,11062,0.465380,0.509733,0.692400,-0.003101,-0.002345,0.278512,0.982811,0.052695,1.314018,761.024458,3,0.3,mask-based unstructured pruning; sparse weights with unchanged architecture shape
