method,model_path,split,size_mb,total_params,zero_params,zero_param_percent,map50_95,map50,drop_map50_95,drop_map50,preprocess_ms,inference_ms,postprocess_ms,latency_ms,fps,target_layers,amount,note
FP32 baseline,/home/afm176/yolo_project/runs/baseline/baseline_yolo26n_mio_11000_e100_img640_b16_s42_20260701_001856/weights/best.pt,val,5.137639,2376981,3,0.000126,0.506632,0.690055,0.000000,0.000000,0.260859,1.011449,0.068476,1.340784,745.832089,,,original trained model
L2 structured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l2_structured_combo_top6_amt_0p20/combo_6_22_amt_0p20/yolo26n_l2_combo_6_22_amt_0p20.pt,val,4.726769,2376981,109229,4.595283,0.040008,0.058594,0.466625,0.631461,0.267964,0.983173,0.062749,1.313885,761.101677,"6,22",0.2,mask-based structured pruning; architecture shape unchanged
