layer_id,layer_type,conv_name,out_channels,pruned_output_channels,amount,new_zero_weights
4,C3k2,cv1.conv,64,13,0.2,832
4,C3k2,cv2.conv,128,26,0.2,2496
4,C3k2,m.0.cv1.conv,16,3,0.2,864
4,C3k2,m.0.cv2.conv,32,6,0.2,864
