method,model_path,split,size_mb,total_params,zero_params,zero_param_percent,map50_95,map50,drop_map50_95,drop_map50,preprocess_ms,inference_ms,postprocess_ms,latency_ms,fps,target_layers,amount,note
FP32 baseline,/home/afm176/yolo_project/runs/baseline/baseline_yolo26n_mio_11000_e100_img640_b16_s42_20260701_001856/weights/best.pt,val,5.137639,2376981,3,0.000126,0.506632,0.690055,0.000000,0.000000,0.325707,1.020959,0.055872,1.402538,712.993114,,,original trained model
L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l1_unstructured_single_sweep/layer_3_amt_0p40/yolo26n_l1_layer_3_amt_0p40.pt,val,4.726157,2376981,14749,0.620493,0.509804,0.696820,-0.003172,-0.006765,0.301709,0.973388,0.073496,1.348593,741.513412,3,0.4,mask-based unstructured pruning; sparse weights with unchanged architecture shape
