model,classes,imgsz,threads,warmup,repeat,benchmark_images,measured_inferences,conf,iou,max_det,output_dims,output_w,output_h,output_c,mean_io_ms,mean_preprocess_ms,mean_inference_ms,mean_postprocess_ms,mean_compute_ms,median_compute_ms,p95_compute_ms,compute_fps,mean_total_ms,median_total_ms,p95_total_ms,total_fps,peak_rss_mib,raw_process_cpu_percent,normalized_board_cpu_percent,logical_cores
3_global_L1_p56_320,11,320,2,5,3,50,150,0.25000000,0.69999999,300,2,2100,15,1,21.13725327,25.67300661,866.28558997,0.52009601,892.47869259,871.94941250,1078.78738975,1.12047493,913.61594587,896.22035750,1103.89724150,1.09314041,51.70703125,190.97636881,95.48818441,2
