method,model_path,split,size_mb,total_params,zero_params,zero_param_percent,map50_95,map50,drop_map50_95,drop_map50,preprocess_ms,inference_ms,postprocess_ms,latency_ms,fps,target_layers,amount,note
FP32 baseline,/home/afm176/yolo_project/runs/baseline/baseline_yolo26n_mio_11000_e100_img640_b16_s42_20260701_001856/weights/best.pt,val,5.137639,2376981,3,0.000126,0.506632,0.690055,0.000000,0.000000,0.267962,1.009605,0.057114,1.334681,749.242788,,,original trained model
L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l1_unstructured_combo_new_top6_amt_0p20/combo_20_10_17_amt_0p20/yolo26n_l1_combo_20_10_17_amt_0p20.pt,val,4.727586,2376981,86250,3.628552,0.507164,0.689185,-0.000532,0.000870,0.266022,0.983396,0.079370,1.328788,752.565530,"20,10,17",0.2,mask-based unstructured pruning; sparse weights with unchanged architecture shape
