layer_id,layer_type,gen_params_reduction_percent,snow_params_reduction_percent,mean_params_reduction_percent,ad_gen_map50_95,ad_snow_map50_95,nad_gen,nad_snow,combined_nad_signed,negative_or_zero_sensitivity,score_denominator,physical_layer_score,gen_model_path,snow_model_path
7,Conv,11.77884366191006,11.78434094426627,11.781592303088164,0.5084036287889737,0.17066021424297487,0.7926211178679348,0.8986205620961909,0.8456208399820628,False,0.8456208399820628,13.932476289654916,5_reproduction/stage2_results/smoke_L7/saved_replaced_models/GEN_replace_L7_Conv.pt,5_reproduction/stage2_results/smoke_L7/saved_replaced_models/SNOW_replace_L7_Conv.pt
