step,operation_index,selected_group_id,selected_root_module,module_name,module_type,handler,is_out_channel_prune,index_count,indices,current_out_channels,projected_out_channels
1,1,DG001,model.0.conv,model.0.conv,Conv2d,prune_out_channels,True,1,6,16,15
1,2,DG001,model.0.conv,model.0.bn,BatchNorm2d,prune_out_channels,True,1,6,,
1,3,DG001,model.0.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,6,,
1,4,DG001,model.0.conv,model.1.conv,Conv2d,prune_in_channels,False,1,6,,
2,1,DG001,model.0.conv,model.0.conv,Conv2d,prune_out_channels,True,1,4,15,14
2,2,DG001,model.0.conv,model.0.bn,BatchNorm2d,prune_out_channels,True,1,4,,
2,3,DG001,model.0.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,4,,
2,4,DG001,model.0.conv,model.1.conv,Conv2d,prune_in_channels,False,1,4,,
3,1,DG012,model.16.m.0.cv2.conv,model.16.m.0.cv2.conv,Conv2d,prune_out_channels,True,1,10,16,15
3,2,DG012,model.16.m.0.cv2.conv,model.16.m.0.cv2.bn,BatchNorm2d,prune_out_channels,True,1,10,,
3,3,DG012,model.16.m.0.cv2.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,10,,
3,4,DG012,model.16.m.0.cv2.conv,<unresolved>,_ConcatOp,prune_out_channels,True,1,26,,
3,5,DG012,model.16.m.0.cv2.conv,model.16.m.0.cv3.conv,Conv2d,prune_in_channels,False,1,26,,
4,1,DG001,model.0.conv,model.0.conv,Conv2d,prune_out_channels,True,1,10,14,13
4,2,DG001,model.0.conv,model.0.bn,BatchNorm2d,prune_out_channels,True,1,10,,
4,3,DG001,model.0.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,10,,
4,4,DG001,model.0.conv,model.1.conv,Conv2d,prune_in_channels,False,1,10,,
5,1,DG012,model.16.m.0.cv2.conv,model.16.m.0.cv2.conv,Conv2d,prune_out_channels,True,1,11,15,14
5,2,DG012,model.16.m.0.cv2.conv,model.16.m.0.cv2.bn,BatchNorm2d,prune_out_channels,True,1,11,,
5,3,DG012,model.16.m.0.cv2.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,11,,
5,4,DG012,model.16.m.0.cv2.conv,<unresolved>,_ConcatOp,prune_out_channels,True,1,27,,
5,5,DG012,model.16.m.0.cv2.conv,model.16.m.0.cv3.conv,Conv2d,prune_in_channels,False,1,27,,
6,1,DG012,model.16.m.0.cv2.conv,model.16.m.0.cv2.conv,Conv2d,prune_out_channels,True,1,3,14,13
6,2,DG012,model.16.m.0.cv2.conv,model.16.m.0.cv2.bn,BatchNorm2d,prune_out_channels,True,1,3,,
6,3,DG012,model.16.m.0.cv2.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,3,,
6,4,DG012,model.16.m.0.cv2.conv,<unresolved>,_ConcatOp,prune_out_channels,True,1,19,,
6,5,DG012,model.16.m.0.cv2.conv,model.16.m.0.cv3.conv,Conv2d,prune_in_channels,False,1,19,,
7,1,DG012,model.16.m.0.cv2.conv,model.16.m.0.cv2.conv,Conv2d,prune_out_channels,True,1,4,13,12
7,2,DG012,model.16.m.0.cv2.conv,model.16.m.0.cv2.bn,BatchNorm2d,prune_out_channels,True,1,4,,
7,3,DG012,model.16.m.0.cv2.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,4,,
7,4,DG012,model.16.m.0.cv2.conv,<unresolved>,_ConcatOp,prune_out_channels,True,1,20,,
7,5,DG012,model.16.m.0.cv2.conv,model.16.m.0.cv3.conv,Conv2d,prune_in_channels,False,1,20,,
8,1,DG012,model.16.m.0.cv2.conv,model.16.m.0.cv2.conv,Conv2d,prune_out_channels,True,1,2,12,11
8,2,DG012,model.16.m.0.cv2.conv,model.16.m.0.cv2.bn,BatchNorm2d,prune_out_channels,True,1,2,,
8,3,DG012,model.16.m.0.cv2.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,2,,
8,4,DG012,model.16.m.0.cv2.conv,<unresolved>,_ConcatOp,prune_out_channels,True,1,18,,
8,5,DG012,model.16.m.0.cv2.conv,model.16.m.0.cv3.conv,Conv2d,prune_in_channels,False,1,18,,
9,1,DG012,model.16.m.0.cv2.conv,model.16.m.0.cv2.conv,Conv2d,prune_out_channels,True,1,3,11,10
9,2,DG012,model.16.m.0.cv2.conv,model.16.m.0.cv2.bn,BatchNorm2d,prune_out_channels,True,1,3,,
9,3,DG012,model.16.m.0.cv2.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,3,,
9,4,DG012,model.16.m.0.cv2.conv,<unresolved>,_ConcatOp,prune_out_channels,True,1,19,,
9,5,DG012,model.16.m.0.cv2.conv,model.16.m.0.cv3.conv,Conv2d,prune_in_channels,False,1,19,,
10,1,DG011,model.16.m.0.cv1.conv,model.16.m.0.cv1.conv,Conv2d,prune_out_channels,True,1,8,16,15
10,2,DG011,model.16.m.0.cv1.conv,model.16.m.0.cv1.bn,BatchNorm2d,prune_out_channels,True,1,8,,
10,3,DG011,model.16.m.0.cv1.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,8,,
10,4,DG011,model.16.m.0.cv1.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,8,,
10,5,DG011,model.16.m.0.cv1.conv,model.16.m.0.m.0.cv1.conv,Conv2d,prune_in_channels,False,1,8,,
10,6,DG011,model.16.m.0.cv1.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,8,,
10,7,DG011,model.16.m.0.cv1.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,8,,
10,8,DG011,model.16.m.0.cv1.conv,model.16.m.0.m.1.cv1.conv,Conv2d,prune_in_channels,False,1,8,,
10,9,DG011,model.16.m.0.cv1.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,8,,
10,10,DG011,model.16.m.0.cv1.conv,<unresolved>,_ConcatOp,prune_out_channels,True,1,8,,
10,11,DG011,model.16.m.0.cv1.conv,model.16.m.0.cv3.conv,Conv2d,prune_in_channels,False,1,8,,
10,12,DG011,model.16.m.0.cv1.conv,model.16.m.0.m.1.cv2.bn,BatchNorm2d,prune_out_channels,True,1,8,,
10,13,DG011,model.16.m.0.cv1.conv,model.16.m.0.m.1.cv2.conv,Conv2d,prune_out_channels,True,1,8,16,15
10,14,DG011,model.16.m.0.cv1.conv,model.16.m.0.m.0.cv2.bn,BatchNorm2d,prune_out_channels,True,1,8,,
10,15,DG011,model.16.m.0.cv1.conv,model.16.m.0.m.0.cv2.conv,Conv2d,prune_out_channels,True,1,8,16,15
11,1,DG021,model.2.cv2.conv,model.2.cv2.conv,Conv2d,prune_out_channels,True,1,31,64,63
11,2,DG021,model.2.cv2.conv,model.2.cv2.bn,BatchNorm2d,prune_out_channels,True,1,31,,
11,3,DG021,model.2.cv2.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,31,,
11,4,DG021,model.2.cv2.conv,model.3.conv,Conv2d,prune_in_channels,False,1,31,,
12,1,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv2.conv,Conv2d,prune_out_channels,True,1,28,32,31
12,2,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv2.bn,BatchNorm2d,prune_out_channels,True,1,28,,
12,3,DG018,model.19.m.0.cv2.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,28,,
12,4,DG018,model.19.m.0.cv2.conv,<unresolved>,_ConcatOp,prune_out_channels,True,1,60,,
12,5,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv3.conv,Conv2d,prune_in_channels,False,1,60,,
13,1,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.conv,Conv2d,prune_out_channels,True,1,238,256,255
13,2,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.bn,BatchNorm2d,prune_out_channels,True,1,238,,
13,3,DG026,model.22.m.0.1.ffn.0.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,238,,
13,4,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.1.conv,Conv2d,prune_in_channels,False,1,238,,
14,1,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv2.conv,Conv2d,prune_out_channels,True,1,6,31,30
14,2,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv2.bn,BatchNorm2d,prune_out_channels,True,1,6,,
14,3,DG018,model.19.m.0.cv2.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,6,,
14,4,DG018,model.19.m.0.cv2.conv,<unresolved>,_ConcatOp,prune_out_channels,True,1,38,,
14,5,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv3.conv,Conv2d,prune_in_channels,False,1,38,,
15,1,DG012,model.16.m.0.cv2.conv,model.16.m.0.cv2.conv,Conv2d,prune_out_channels,True,1,3,10,9
15,2,DG012,model.16.m.0.cv2.conv,model.16.m.0.cv2.bn,BatchNorm2d,prune_out_channels,True,1,3,,
15,3,DG012,model.16.m.0.cv2.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,3,,
15,4,DG012,model.16.m.0.cv2.conv,<unresolved>,_ConcatOp,prune_out_channels,True,1,18,,
15,5,DG012,model.16.m.0.cv2.conv,model.16.m.0.cv3.conv,Conv2d,prune_in_channels,False,1,18,,
16,1,DG012,model.16.m.0.cv2.conv,model.16.m.0.cv2.conv,Conv2d,prune_out_channels,True,1,7,9,8
16,2,DG012,model.16.m.0.cv2.conv,model.16.m.0.cv2.bn,BatchNorm2d,prune_out_channels,True,1,7,,
16,3,DG012,model.16.m.0.cv2.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,7,,
16,4,DG012,model.16.m.0.cv2.conv,<unresolved>,_ConcatOp,prune_out_channels,True,1,22,,
16,5,DG012,model.16.m.0.cv2.conv,model.16.m.0.cv3.conv,Conv2d,prune_in_channels,False,1,22,,
17,1,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.conv,Conv2d,prune_out_channels,True,1,6,255,254
17,2,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.bn,BatchNorm2d,prune_out_channels,True,1,6,,
17,3,DG026,model.22.m.0.1.ffn.0.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,6,,
17,4,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.1.conv,Conv2d,prune_in_channels,False,1,6,,
18,1,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv2.conv,Conv2d,prune_out_channels,True,1,21,30,29
18,2,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv2.bn,BatchNorm2d,prune_out_channels,True,1,21,,
18,3,DG018,model.19.m.0.cv2.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,21,,
18,4,DG018,model.19.m.0.cv2.conv,<unresolved>,_ConcatOp,prune_out_channels,True,1,53,,
18,5,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv3.conv,Conv2d,prune_in_channels,False,1,53,,
19,1,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.conv,Conv2d,prune_out_channels,True,1,167,254,253
19,2,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.bn,BatchNorm2d,prune_out_channels,True,1,167,,
19,3,DG026,model.22.m.0.1.ffn.0.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,167,,
19,4,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.1.conv,Conv2d,prune_in_channels,False,1,167,,
20,1,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv2.conv,Conv2d,prune_out_channels,True,1,6,29,28
20,2,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv2.bn,BatchNorm2d,prune_out_channels,True,1,6,,
20,3,DG018,model.19.m.0.cv2.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,6,,
20,4,DG018,model.19.m.0.cv2.conv,<unresolved>,_ConcatOp,prune_out_channels,True,1,38,,
20,5,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv3.conv,Conv2d,prune_in_channels,False,1,38,,
21,1,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.conv,Conv2d,prune_out_channels,True,1,76,253,252
21,2,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.bn,BatchNorm2d,prune_out_channels,True,1,76,,
21,3,DG026,model.22.m.0.1.ffn.0.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,76,,
21,4,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.1.conv,Conv2d,prune_in_channels,False,1,76,,
22,1,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.conv,Conv2d,prune_out_channels,True,1,210,252,251
22,2,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.bn,BatchNorm2d,prune_out_channels,True,1,210,,
22,3,DG026,model.22.m.0.1.ffn.0.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,210,,
22,4,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.1.conv,Conv2d,prune_in_channels,False,1,210,,
23,1,DG033,model.6.m.0.cv2.conv,model.6.m.0.cv2.conv,Conv2d,prune_out_channels,True,1,2,32,31
23,2,DG033,model.6.m.0.cv2.conv,model.6.m.0.cv2.bn,BatchNorm2d,prune_out_channels,True,1,2,,
23,3,DG033,model.6.m.0.cv2.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,2,,
23,4,DG033,model.6.m.0.cv2.conv,<unresolved>,_ConcatOp,prune_out_channels,True,1,34,,
23,5,DG033,model.6.m.0.cv2.conv,model.6.m.0.cv3.conv,Conv2d,prune_in_channels,False,1,34,,
24,1,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv2.conv,Conv2d,prune_out_channels,True,1,9,28,27
24,2,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv2.bn,BatchNorm2d,prune_out_channels,True,1,9,,
24,3,DG018,model.19.m.0.cv2.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,9,,
24,4,DG018,model.19.m.0.cv2.conv,<unresolved>,_ConcatOp,prune_out_channels,True,1,41,,
24,5,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv3.conv,Conv2d,prune_in_channels,False,1,41,,
25,1,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv2.conv,Conv2d,prune_out_channels,True,1,3,27,26
25,2,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv2.bn,BatchNorm2d,prune_out_channels,True,1,3,,
25,3,DG018,model.19.m.0.cv2.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,3,,
25,4,DG018,model.19.m.0.cv2.conv,<unresolved>,_ConcatOp,prune_out_channels,True,1,35,,
25,5,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv3.conv,Conv2d,prune_in_channels,False,1,35,,
26,1,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv2.conv,Conv2d,prune_out_channels,True,1,4,26,25
26,2,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv2.bn,BatchNorm2d,prune_out_channels,True,1,4,,
26,3,DG018,model.19.m.0.cv2.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,4,,
26,4,DG018,model.19.m.0.cv2.conv,<unresolved>,_ConcatOp,prune_out_channels,True,1,36,,
26,5,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv3.conv,Conv2d,prune_in_channels,False,1,36,,
27,1,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.conv,Conv2d,prune_out_channels,True,1,100,251,250
27,2,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.bn,BatchNorm2d,prune_out_channels,True,1,100,,
27,3,DG026,model.22.m.0.1.ffn.0.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,100,,
27,4,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.1.conv,Conv2d,prune_in_channels,False,1,100,,
28,1,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv2.conv,Conv2d,prune_out_channels,True,1,12,25,24
28,2,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv2.bn,BatchNorm2d,prune_out_channels,True,1,12,,
28,3,DG018,model.19.m.0.cv2.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,12,,
28,4,DG018,model.19.m.0.cv2.conv,<unresolved>,_ConcatOp,prune_out_channels,True,1,44,,
28,5,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv3.conv,Conv2d,prune_in_channels,False,1,44,,
29,1,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.conv,Conv2d,prune_out_channels,True,1,194,250,249
29,2,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.bn,BatchNorm2d,prune_out_channels,True,1,194,,
29,3,DG026,model.22.m.0.1.ffn.0.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,194,,
29,4,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.1.conv,Conv2d,prune_in_channels,False,1,194,,
30,1,DG033,model.6.m.0.cv2.conv,model.6.m.0.cv2.conv,Conv2d,prune_out_channels,True,1,22,31,30
30,2,DG033,model.6.m.0.cv2.conv,model.6.m.0.cv2.bn,BatchNorm2d,prune_out_channels,True,1,22,,
30,3,DG033,model.6.m.0.cv2.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,22,,
30,4,DG033,model.6.m.0.cv2.conv,<unresolved>,_ConcatOp,prune_out_channels,True,1,54,,
30,5,DG033,model.6.m.0.cv2.conv,model.6.m.0.cv3.conv,Conv2d,prune_in_channels,False,1,54,,
31,1,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.conv,Conv2d,prune_out_channels,True,1,16,249,248
31,2,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.bn,BatchNorm2d,prune_out_channels,True,1,16,,
31,3,DG026,model.22.m.0.1.ffn.0.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,16,,
31,4,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.1.conv,Conv2d,prune_in_channels,False,1,16,,
32,1,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv2.conv,Conv2d,prune_out_channels,True,1,15,24,23
32,2,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv2.bn,BatchNorm2d,prune_out_channels,True,1,15,,
32,3,DG018,model.19.m.0.cv2.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,15,,
32,4,DG018,model.19.m.0.cv2.conv,<unresolved>,_ConcatOp,prune_out_channels,True,1,47,,
32,5,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv3.conv,Conv2d,prune_in_channels,False,1,47,,
33,1,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.conv,Conv2d,prune_out_channels,True,1,143,248,247
33,2,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.bn,BatchNorm2d,prune_out_channels,True,1,143,,
33,3,DG026,model.22.m.0.1.ffn.0.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,143,,
33,4,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.1.conv,Conv2d,prune_in_channels,False,1,143,,
34,1,DG021,model.2.cv2.conv,model.2.cv2.conv,Conv2d,prune_out_channels,True,1,42,63,62
34,2,DG021,model.2.cv2.conv,model.2.cv2.bn,BatchNorm2d,prune_out_channels,True,1,42,,
34,3,DG021,model.2.cv2.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,42,,
34,4,DG021,model.2.cv2.conv,model.3.conv,Conv2d,prune_in_channels,False,1,42,,
35,1,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv2.conv,Conv2d,prune_out_channels,True,1,9,23,22
35,2,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv2.bn,BatchNorm2d,prune_out_channels,True,1,9,,
35,3,DG018,model.19.m.0.cv2.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,9,,
35,4,DG018,model.19.m.0.cv2.conv,<unresolved>,_ConcatOp,prune_out_channels,True,1,41,,
35,5,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv3.conv,Conv2d,prune_in_channels,False,1,41,,
36,1,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv2.conv,Conv2d,prune_out_channels,True,1,6,22,21
36,2,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv2.bn,BatchNorm2d,prune_out_channels,True,1,6,,
36,3,DG018,model.19.m.0.cv2.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,6,,
36,4,DG018,model.19.m.0.cv2.conv,<unresolved>,_ConcatOp,prune_out_channels,True,1,38,,
36,5,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv3.conv,Conv2d,prune_in_channels,False,1,38,,
37,1,DG021,model.2.cv2.conv,model.2.cv2.conv,Conv2d,prune_out_channels,True,1,24,62,61
37,2,DG021,model.2.cv2.conv,model.2.cv2.bn,BatchNorm2d,prune_out_channels,True,1,24,,
37,3,DG021,model.2.cv2.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,24,,
37,4,DG021,model.2.cv2.conv,model.3.conv,Conv2d,prune_in_channels,False,1,24,,
38,1,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.conv,Conv2d,prune_out_channels,True,1,210,247,246
38,2,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.bn,BatchNorm2d,prune_out_channels,True,1,210,,
38,3,DG026,model.22.m.0.1.ffn.0.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,210,,
38,4,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.1.conv,Conv2d,prune_in_channels,False,1,210,,
39,1,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv2.conv,Conv2d,prune_out_channels,True,1,16,21,20
39,2,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv2.bn,BatchNorm2d,prune_out_channels,True,1,16,,
39,3,DG018,model.19.m.0.cv2.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,16,,
39,4,DG018,model.19.m.0.cv2.conv,<unresolved>,_ConcatOp,prune_out_channels,True,1,48,,
39,5,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv3.conv,Conv2d,prune_in_channels,False,1,48,,
40,1,DG021,model.2.cv2.conv,model.2.cv2.conv,Conv2d,prune_out_channels,True,1,26,61,60
40,2,DG021,model.2.cv2.conv,model.2.cv2.bn,BatchNorm2d,prune_out_channels,True,1,26,,
40,3,DG021,model.2.cv2.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,26,,
40,4,DG021,model.2.cv2.conv,model.3.conv,Conv2d,prune_in_channels,False,1,26,,
41,1,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.conv,Conv2d,prune_out_channels,True,1,175,246,245
41,2,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.bn,BatchNorm2d,prune_out_channels,True,1,175,,
41,3,DG026,model.22.m.0.1.ffn.0.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,175,,
41,4,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.1.conv,Conv2d,prune_in_channels,False,1,175,,
42,1,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.conv,Conv2d,prune_out_channels,True,1,110,245,244
42,2,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.bn,BatchNorm2d,prune_out_channels,True,1,110,,
42,3,DG026,model.22.m.0.1.ffn.0.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,110,,
42,4,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.1.conv,Conv2d,prune_in_channels,False,1,110,,
43,1,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.conv,Conv2d,prune_out_channels,True,1,240,244,243
43,2,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.bn,BatchNorm2d,prune_out_channels,True,1,240,,
43,3,DG026,model.22.m.0.1.ffn.0.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,240,,
43,4,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.1.conv,Conv2d,prune_in_channels,False,1,240,,
44,1,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.conv,Conv2d,prune_out_channels,True,1,226,243,242
44,2,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.bn,BatchNorm2d,prune_out_channels,True,1,226,,
44,3,DG026,model.22.m.0.1.ffn.0.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,226,,
44,4,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.1.conv,Conv2d,prune_in_channels,False,1,226,,
45,1,DG033,model.6.m.0.cv2.conv,model.6.m.0.cv2.conv,Conv2d,prune_out_channels,True,1,12,30,29
45,2,DG033,model.6.m.0.cv2.conv,model.6.m.0.cv2.bn,BatchNorm2d,prune_out_channels,True,1,12,,
45,3,DG033,model.6.m.0.cv2.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,12,,
45,4,DG033,model.6.m.0.cv2.conv,<unresolved>,_ConcatOp,prune_out_channels,True,1,44,,
45,5,DG033,model.6.m.0.cv2.conv,model.6.m.0.cv3.conv,Conv2d,prune_in_channels,False,1,44,,
46,1,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.conv,Conv2d,prune_out_channels,True,1,139,242,241
46,2,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.bn,BatchNorm2d,prune_out_channels,True,1,139,,
46,3,DG026,model.22.m.0.1.ffn.0.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,139,,
46,4,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.1.conv,Conv2d,prune_in_channels,False,1,139,,
47,1,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.conv,Conv2d,prune_out_channels,True,1,36,241,240
47,2,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.bn,BatchNorm2d,prune_out_channels,True,1,36,,
47,3,DG026,model.22.m.0.1.ffn.0.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,36,,
47,4,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.1.conv,Conv2d,prune_in_channels,False,1,36,,
48,1,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.conv,Conv2d,prune_out_channels,True,1,104,240,239
48,2,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.0.bn,BatchNorm2d,prune_out_channels,True,1,104,,
48,3,DG026,model.22.m.0.1.ffn.0.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,104,,
48,4,DG026,model.22.m.0.1.ffn.0.conv,model.22.m.0.1.ffn.1.conv,Conv2d,prune_in_channels,False,1,104,,
49,1,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv2.conv,Conv2d,prune_out_channels,True,1,8,20,19
49,2,DG018,model.19.m.0.cv2.conv,model.19.m.0.cv2.bn,BatchNorm2d,prune_out_channels,True,1,8,,
49,3,DG018,model.19.m.0.cv2.conv,<unresolved>,_ElementWiseOp,prune_out_channels,True,1,8,,
49,4,DG018,model.19.m.0.cv2.conv,<unresolved>,_ConcatOp,prune_out_channels,True,1,40,,
