method,model_path,split,size_mb,total_params,zero_params,zero_param_percent,map50_95,map50,drop_map50_95,drop_map50,preprocess_ms,inference_ms,postprocess_ms,latency_ms,fps,target_layers,amount,note
FP32 baseline,/home/afm176/yolo_project/runs/baseline/baseline_yolo26n_mio_11000_e100_img640_b16_s42_20260701_001856/weights/best.pt,val,5.137639,2376981,3,0.000126,0.506632,0.690055,0.000000,0.000000,0.306215,1.016193,0.071219,1.393626,717.552678,,,original trained model
L2 structured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l2_structured_amount_sweep/layer_19_amt_0p50/yolo26n_l2_layer_19_amt_0p50.pt,val,4.726361,2376981,47107,1.981800,0.086887,0.172096,0.419745,0.517959,0.281708,0.972404,0.042661,1.296773,771.145233,19,0.5,mask-based structured pruning; architecture shape unchanged
