method,model_path,split,size_mb,total_params,zero_params,zero_param_percent,map50_95,map50,drop_map50_95,drop_map50,preprocess_ms,inference_ms,postprocess_ms,latency_ms,fps,target_layers,amount,note
FP32 baseline,/home/afm176/yolo_project/runs/baseline/baseline_yolo26n_mio_11000_e100_img640_b16_s42_20260701_001856/weights/best.pt,val,5.137639,2376981,3,0.000126,0.506632,0.690055,0.000000,0.000000,0.283679,1.016998,0.076458,1.377136,726.144707,,,original trained model
L2 structured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l2_structured_combo_new_top6_amt_0p10/combo_20_7_22_10_17_amt_0p10/yolo26n_l2_combo_20_7_22_10_17_amt_0p10.pt,val,4.729522,2376981,119597,5.031466,0.282290,0.444768,0.224342,0.245287,0.266094,0.995503,0.048953,1.310549,763.038721,"20,7,22,10,17",0.1,mask-based structured pruning; architecture shape unchanged
