method,model_path,split,size_mb,total_params,zero_params,zero_param_percent,map50_95,map50,drop_map50_95,drop_map50,preprocess_ms,inference_ms,postprocess_ms,latency_ms,fps,target_layers,amount,note
FP32 baseline,/home/afm176/yolo_project/runs/baseline/baseline_yolo26n_mio_11000_e100_img640_b16_s42_20260701_001856/weights/best.pt,val,5.137639,2376981,3,0.000126,0.506632,0.690055,0.000000,0.000000,0.245513,1.014853,0.099072,1.359438,735.597894,,,original trained model
L2 structured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l2_structured_combo_top6_amt_0p10/combo_10_13_22_16_amt_0p10/yolo26n_l2_combo_10_13_22_16_amt_0p10.pt,val,4.728259,2376981,86413,3.635410,0.159679,0.268520,0.346954,0.421535,0.258487,0.970873,0.042938,1.272299,785.978931,"10,13,22,16",0.1,mask-based structured pruning; architecture shape unchanged
