layer_id,layer_type,conv_name,total_weights,pruned_weights,amount,new_zero_weights
8,C3k2,cv1.conv,65536,26214,0.4,26214
8,C3k2,cv2.conv,98304,39322,0.4,39322
8,C3k2,m.0.cv1.conv,8192,3277,0.4,3277
8,C3k2,m.0.cv2.conv,8192,3277,0.4,3277
8,C3k2,m.0.cv3.conv,16384,6554,0.4,6554
8,C3k2,m.0.m.0.cv1.conv,36864,14746,0.4,14746
8,C3k2,m.0.m.0.cv2.conv,36864,14746,0.4,14746
8,C3k2,m.0.m.1.cv1.conv,36864,14746,0.4,14746
8,C3k2,m.0.m.1.cv2.conv,36864,14746,0.4,14746
