experiment,domain,checkpoint,accepted_group_count,parameters_before,parameters_after,parameter_reduction_percent,stage_schedule,total_fine_tuning_epochs,map50,map75,map50_95,precision,recall,baseline_map50_95,map50_95_retention_vs_baseline_percent,model,model_sha256
T7_GEN2_6_6_8_10_40,GEN2,best,40,2506140,1094796,56.315449256625726,6-6-8-10-40,70,0.4312571631082079,0.2407788815182181,0.2498701971776993,0.5478764706019762,0.4020117400680716,0.29238744923632365,85.45859195746135,results/pruning/bdd_gen2_ngn2_raw56_updated_v1/T7_GEN2_70ep/models/final/GEN2_T7_70epoch_best.pth,5D9ED3FBE96DD1E5B2D3F794D57FA4668F11179910C864C66D84D4C106F23DAB
T7_GEN2_6_6_8_10_40,GEN2,last,40,2506140,1094796,56.315449256625726,6-6-8-10-40,70,0.4312571631082079,0.2407788815182181,0.2498701971776993,0.5478764706019762,0.4020117400680716,0.29238744923632365,85.45859195746135,results/pruning/bdd_gen2_ngn2_raw56_updated_v1/T7_GEN2_70ep/models/final/GEN2_T7_70epoch_last.pth,47DED47DD8B2C09687E4D9E364E5FF683629047DD53BB4B70BDB1A13961F37C1
