method,model_path,split,size_mb,total_params,zero_params,zero_param_percent,map50_95,map50,drop_map50_95,drop_map50,preprocess_ms,inference_ms,postprocess_ms,latency_ms,fps,target_layers,amount,note
FP32 baseline,/home/afm176/yolo_project/runs/baseline/baseline_yolo26n_mio_11000_e100_img640_b16_s42_20260701_001856/weights/best.pt,val,5.137639,2376981,3,0.000126,0.506632,0.690055,0.000000,0.000000,0.280697,1.005758,0.043105,1.329559,752.129135,,,original trained model
L2 structured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l2_structured_combo_new_top6_amt_0p20/combo_20_7_22_10_17_amt_0p20/yolo26n_l2_combo_20_7_22_10_17_amt_0p20.pt,val,4.729522,2376981,237975,10.011649,0.177320,0.309939,0.329313,0.380116,0.272172,0.995672,0.086387,1.354231,738.426345,"20,7,22,10,17",0.2,mask-based structured pruning; architecture shape unchanged
