method,model_path,split,size_mb,total_params,zero_params,zero_param_percent,map50_95,map50,drop_map50_95,drop_map50,preprocess_ms,inference_ms,postprocess_ms,latency_ms,fps,target_layers,amount,note
FP32 baseline,/home/afm176/yolo_project/runs/baseline/baseline_yolo26n_mio_11000_e100_img640_b16_s42_20260701_001856/weights/best.pt,val,5.137639,2376981,3,0.000126,0.506632,0.690055,0.000000,0.000000,0.247163,1.005750,0.042922,1.295835,771.703054,,,original trained model
L2 structured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l2_structured_combo_top6_amt_0p20/combo_6_22_16_amt_0p20/yolo26n_l2_combo_6_22_16_amt_0p20.pt,val,4.727443,2376981,115917,4.876648,0.000852,0.001566,0.505780,0.688489,0.285021,0.971375,0.090766,1.347162,742.300964,"6,22,16",0.2,mask-based structured pruning; architecture shape unchanged
