candidate_id,replaced_layers,layer_types,combination_size,gen_params_reduction_percent,snow_params_reduction_percent,mean_params_reduction_percent,target_distance_percentage_points,gen_saved_size_reduction_percent,snow_saved_size_reduction_percent,gen_baseline_map50_95,gen_replaced_map50_95,ad_gen_map50_95_signed,snow_baseline_map50_95,snow_replaced_map50_95,ad_snow_map50_95_signed,gen_accuracy_improved,snow_accuracy_improved,gen_replaced_map50,snow_replaced_map50,gen_latency_ms,snow_latency_ms,gen_fps,snow_fps,gen_model_path,snow_model_path,status
C013,"3,13,19","Conv,C3k2,C3k2",3,10.048762205502992,10.053452044740158,10.051107125121575,0.19889287487842466,9.128766848575891,9.040415862962913,0.6414207460892849,1.876813849654033e-08,0.6414207273211464,0.1899135424242684,0.0,0.1899135424242684,False,False,1.8645200655879576e-07,0.0,1.1485328866507518,0.985530000180006,870.6759829194878,1014.6824549403377,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/GEN_C013_layers_3-13-19.pt,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/SNOW_C013_layers_3-13-19.pt,ok
C032,"6,16,20","C3k2,C3k2,Conv",3,10.727525726748242,10.732532350453944,10.730029038601092,0.48002903860109214,9.7324653187187,9.645394056431634,0.6414207460892849,1.0165406152541627e-08,0.6414207359238787,0.1899135424242684,2.7843364369403484e-09,0.18991353963993196,False,False,3.26119568478587e-08,2.7843364369403483e-08,1.2028996149416673,1.106911078095436,831.3245657232115,903.414935299601,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/GEN_C032_layers_6-16-20.pt,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/SNOW_C032_layers_6-16-20.pt,ok
C029,"4,5,19","C3k2,Conv,C3k2",3,10.726249855467707,10.73125588371388,10.728752869590792,0.47875286959079233,9.501139176339299,9.413019312335996,0.6414207460892849,6.614946249829307e-09,0.6414207394743386,0.1899135424242684,1.036159540928822e-06,0.18991250626472747,False,False,3.962834373141902e-08,3.952805328268375e-06,1.165351570837877,0.9655090235173702,858.1101403424627,1035.7231011233623,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/GEN_C029_layers_4-5-19.pt,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/SNOW_C029_layers_4-5-19.pt,ok
C031,"5,6,16","Conv,C3k2,C3k2",3,10.727525726748242,10.732532350453944,10.730029038601092,0.48002903860109214,9.743680681537544,9.656633193638054,0.6414207460892849,6.315122976191014e-09,0.6414207397741619,0.1899135424242684,1.1345071192035428e-08,0.1899135310791972,False,False,3.957673884724584e-08,6.242197253433208e-08,1.1226286775517194,0.9720568358898163,890.7664840531656,1028.7464303304905,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/GEN_C031_layers_5-6-16.pt,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/SNOW_C031_layers_5-6-16.pt,ok
C009,"4,5,6","C3k2,Conv,C3k2",3,10.399626807650444,10.404480398257624,10.402053602954034,0.1520536029540338,9.20987397571614,9.11994578418847,0.6414207460892849,1.7363663862592673e-09,0.6414207443529185,0.1899135424242684,0.0,0.1899135424242684,False,False,9.191231381437482e-09,0.0,1.2111835622821343,0.9558712039142847,825.6386819812693,1046.166048213408,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/GEN_C009_layers_4-5-6.pt,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/SNOW_C009_layers_4-5-6.pt,ok
C023,"1,19,20","Conv,C3k2,Conv",3,9.872691968788999,9.877299634611395,9.874995801700198,0.375004198299802,8.525662569840701,8.435139944005279,0.6414207460892849,6.136369772733409e-10,0.6414207454756479,0.1899135424242684,1.0775862068965518e-06,0.18991246483806148,False,False,6.13636977273341e-09,1.0775862068965518e-05,1.1751140490682288,1.1605295445770025,850.9812309647049,861.6756072026469,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/GEN_C023_layers_1-19-20.pt,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/SNOW_C023_layers_1-19-20.pt,ok
C020,"1,9,19","Conv,SPPF,C3k2",3,10.546352004912105,10.551274073364926,10.548813039138516,0.29881303913851553,9.247493719211135,9.157421980105239,0.6414207460892849,1.459369546518426e-10,0.641420745943348,0.1899135424242684,0.0,0.1899135424242684,False,False,1.459369546518426e-09,0.0,1.1998472226444972,0.996023453772068,833.4394422282961,1003.9924222796886,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/GEN_C020_layers_1-9-19.pt,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/SNOW_C020_layers_1-9-19.pt,ok
C001,"0,2,10","Conv,C3k2,C2PSA",3,10.24014289758342,10.244922055749685,10.242532476666552,0.007467523333447801,8.972977288890291,8.883514530306408,0.6414207460892849,0.0,0.6414207460892849,0.1899135424242684,0.0,0.1899135424242684,False,False,0.0,0.0,1.0157102821394801,0.8972010016441345,984.5327132985321,1114.5774449287114,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/GEN_C001_layers_0-2-10.pt,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/SNOW_C001_layers_0-2-10.pt,ok
C002,"2,10","C3k2,C2PSA",2,10.221642764015645,10.226413288018763,10.224028026017205,0.02597197398279505,8.979104887781382,8.888352569501224,0.6414207460892849,0.0,0.6414207460892849,0.1899135424242684,0.0,0.1899135424242684,False,False,0.0,0.0,1.0606098453598944,0.9162190929055214,942.8537783002308,1091.4420008742582,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/GEN_C002_layers_2-10.pt,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/SNOW_C002_layers_2-10.pt,ok
C003,"1,6,9","Conv,C3k2,SPPF",3,10.21972895709484,10.224498587908668,10.222113772501753,0.02788622749824654,8.956451340365836,8.864571746074397,0.6414207460892849,0.0,0.6414207460892849,0.1899135424242684,0.0,0.1899135424242684,False,False,0.0,0.0,1.1630143878812138,1.0065655875951052,859.8345905434633,993.4772381690578,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/GEN_C003_layers_1-6-9.pt,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/SNOW_C003_layers_1-6-9.pt,ok
C005,"0,1,10","Conv,Conv,C2PSA",3,10.161676813830445,10.16641935123578,10.164048082533112,0.0859519174668879,8.72026025583654,8.629926845125805,0.6414207460892849,0.0,0.6414207460892849,0.1899135424242684,0.0,0.1899135424242684,False,False,0.0,0.0,1.1671945390884173,1.1552346963435411,856.7552079030486,865.6249705493802,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/GEN_C005_layers_0-1-10.pt,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/SNOW_C005_layers_0-1-10.pt,ok
C008,"0,9,19","Conv,SPPF,C3k2",3,10.378574931521596,10.383418697046574,10.380996814284085,0.13099681428408516,9.049033789065764,8.959732255467822,0.6414207460892849,0.0,0.6414207460892849,0.1899135424242684,0.0,0.1899135424242684,False,False,0.0,0.0,1.1542658440938052,1.1590950842946768,866.3515472772941,862.7419903247298,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/GEN_C008_layers_0-9-19.pt,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/SNOW_C008_layers_0-9-19.pt,ok
C012,"0,6,9","Conv,C3k2,SPPF",3,10.051951883704332,10.056643211590318,10.054297547647325,0.19570245235267514,8.757991410220464,8.66688202143698,0.6414207460892849,0.0,0.6414207460892849,0.1899135424242684,0.0,0.1899135424242684,False,False,0.0,0.0,1.1793547225269405,0.9749816544353962,847.9213089148898,1025.6603244284547,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/GEN_C012_layers_0-6-9.pt,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/SNOW_C012_layers_0-6-9.pt,ok
C016,"0,10","Conv,C2PSA",2,9.975399606872163,9.980055207186508,9.977727407029334,0.27227259297066553,8.546422132144455,8.455608571367963,0.6414207460892849,0.0,0.6414207460892849,0.1899135424242684,0.0,0.1899135424242684,False,False,0.0,0.0,1.192423386160623,0.9962544403970242,838.6283023346348,1003.7596415645417,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/GEN_C016_layers_0-10.pt,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/SNOW_C016_layers_0-10.pt,ok
C022,"1,5,19","Conv,Conv,C3k2",3,9.872691968788999,9.877299634611395,9.874995801700198,0.375004198299802,8.537769219770977,8.447272257678433,0.6414207460892849,0.0,0.6414207460892849,0.1899135424242684,6.592827004219409e-08,0.18991347649599835,False,False,0.0,6.592827004219409e-07,1.151880721222948,1.1219356767833233,868.1454438601102,891.3166955052875,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/GEN_C022_layers_1-5-19.pt,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/SNOW_C022_layers_1-5-19.pt,ok
C027,"0,5,13","Conv,Conv,C3k2",3,10.68478403885028,10.689770714661815,10.687277376756047,0.4372773767560467,9.25198729173127,9.163004333022334,0.6414207460892849,0.0,0.6414207460892849,0.1899135424242684,0.0,0.1899135424242684,False,False,0.0,0.0,1.1387579900805245,0.9645395167171955,878.1497110982181,1036.7641580963877,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/GEN_C027_layers_0-5-13.pt,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/SNOW_C027_layers_0-5-13.pt,ok
C028,"0,13,20","Conv,C3k2,Conv",3,10.68478403885028,10.689770714661815,10.687277376756047,0.4372773767560467,9.239880641800994,9.15087201934918,0.6414207460892849,0.0,0.6414207460892849,0.1899135424242684,0.0,0.1899135424242684,False,False,0.0,0.0,1.158312943256037,1.1170773953199387,863.3245495720554,895.1931210760854,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/GEN_C028_layers_0-13-20.pt,/home/afm176/yolo_project/5_reproduction/stage3_results/near_target_20260729_172754/saved_near_target_models/SNOW_C028_layers_0-13-20.pt,ok
