method,model_path,split,size_mb,total_params,zero_params,zero_param_percent,map50_95,map50,drop_map50_95,drop_map50,preprocess_ms,inference_ms,postprocess_ms,latency_ms,fps,target_layers,amount,note
FP32 baseline,/home/afm176/yolo_project/runs/baseline/baseline_yolo26n_mio_11000_e100_img640_b16_s42_20260701_001856/weights/best.pt,val,5.137639,2376981,3,0.000126,0.506632,0.690055,0.000000,0.000000,0.248311,1.004804,0.055668,1.308783,764.068792,,,original trained model
L2 structured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l2_structured_combo_new_top6_amt_0p10/combo_7_amt_0p10/yolo26n_l2_combo_7_amt_0p10.pt,val,4.726157,2376981,29955,1.260212,0.496558,0.668741,0.010075,0.021314,0.306470,0.970605,0.042991,1.320066,757.538141,7,0.1,mask-based structured pruning; architecture shape unchanged
