experiment,domain,checkpoint,accepted_group_count,parameters_before,parameters_after,parameter_reduction_percent,stage_schedule,total_fine_tuning_epochs,map50,map75,map50_95,precision,recall,baseline_map50_95,map50_95_retention_vs_baseline_percent,model,model_sha256
T7_GEN2_6_6_8_10_40,GEN2,best,47,2506140,1082754,56.79594914889032,6-6-8-10-40,70,0.40783349011646247,0.22750582276910122,0.2355775460883765,0.5664771845690314,0.379579043748455,0.29238744923632365,80.5703345693097,experiments/recovery/recovery_56pct/bdd_competitors/T7_bdd_gen2_global_l1_70ep/models/final/GEN2_T7_70epoch_best.pth,D5B340264445F115BEDF922BFB444DB2AAAB689B3D5C30477A793806885CB143
T7_GEN2_6_6_8_10_40,GEN2,last,47,2506140,1082754,56.79594914889032,6-6-8-10-40,70,0.4074324281155583,0.2277878294714789,0.23545932459961008,0.5687453480570338,0.3785777642439721,0.29238744923632365,80.52990140807955,experiments/recovery/recovery_56pct/bdd_competitors/T7_bdd_gen2_global_l1_70ep/models/final/GEN2_T7_70epoch_last.pth,3DA12A49B8817F6FCDCE7414511CF1E36683271409AD936A6E4F15FA35E9EECE
