method,model_path,split,size_mb,total_params,zero_params,zero_param_percent,map50_95,map50,drop_map50_95,drop_map50,preprocess_ms,inference_ms,postprocess_ms,latency_ms,fps,target_layers,amount,note
FP32 baseline,/home/afm176/yolo_project/runs/baseline/baseline_yolo26n_mio_11000_e100_img640_b16_s42_20260701_001856/weights/best.pt,val,5.137639,2376981,3,0.000126,0.506632,0.690055,0.000000,0.000000,0.295611,1.018929,0.090250,1.404790,711.850326,,,original trained model
L2 structured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l2_structured_combo_top6_amt_0p20/combo_13_22_16_amt_0p20/yolo26n_l2_combo_13_22_16_amt_0p20.pt,val,4.727647,2376981,122573,5.156667,0.032660,0.077461,0.473972,0.612594,0.265575,0.979712,0.054279,1.299567,769.487342,"13,22,16",0.2,mask-based structured pruning; architecture shape unchanged
