experiment,domain,checkpoint,accepted_group_count,parameters_before,parameters_after,parameter_reduction_percent,stage_schedule,total_fine_tuning_epochs,map50,map75,map50_95,precision,recall,baseline_map50_95,map50_95_retention_vs_baseline_percent,model,model_sha256
T7_NGN2_6_6_8_10_40,NGN2,best,48,2506140,1101906,56.03174603174603,6-6-8-10-40,70,0.36186351337628947,0.20262531455608426,0.20853341102812373,0.501600221246337,0.3316999250512956,0.2556081270327769,81.5832475472829,experiments/recovery/recovery_56pct/bdd_competitors/T7_bdd_ngn2_fpgm_70ep/models/final/NGN2_T7_70epoch_best.pth,1EFE05B486933C3DA561B6B56585331D74A19B7D6F1AE46B30E5ECE99D09234B
T7_NGN2_6_6_8_10_40,NGN2,last,48,2506140,1101906,56.03174603174603,6-6-8-10-40,70,0.3623902261842507,0.20270365756187628,0.20851056132698761,0.45814649392606926,0.34692106809664275,0.2556081270327769,81.5743081988352,experiments/recovery/recovery_56pct/bdd_competitors/T7_bdd_ngn2_fpgm_70ep/models/final/NGN2_T7_70epoch_last.pth,FA399165E214C49569798249FCE7F3298ECE6FF68376FAE3F7A1669B4B7F6D22
