method,model_path,split,size_mb,total_params,zero_params,zero_param_percent,map50_95,map50,drop_map50_95,drop_map50,preprocess_ms,inference_ms,postprocess_ms,latency_ms,fps,target_layers,amount,note
FP32 baseline,/home/afm176/yolo_project/runs/baseline/baseline_yolo26n_mio_11000_e100_img640_b16_s42_20260701_001856/weights/best.pt,val,5.137639,2376981,3,0.000126,0.506632,0.690055,0.000000,0.000000,0.308638,1.012554,0.071408,1.392600,718.081050,,,original trained model
L2 structured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l2_structured_single_sweep/layer_1_amt_0p30/yolo26n_l2_layer_1_amt_0p30.pt,val,4.726157,2376981,1443,0.060707,0.010417,0.014862,0.496215,0.675193,0.445508,0.991358,0.056077,1.492942,669.818387,1,0.3,mask-based structured pruning; architecture shape unchanged
