domain,group_id,group_kind,eligible_for_cumulative_raw,protected_reason,selection_unit,score_basis,isomorphic_scope,root_channels_before,selectable_units_before,selected_unit_count,prune_first_mean_score,prune_first_max_score,all_unit_score_mean,all_unit_score_std,isomorphic_scope_rank,isomorphic_scope_size,isomorphic_queue_index
NGN2,DG031,GENERIC,True,,output_channel,GroupTaylorImportance_mean_mean,Isomorphic_<class 'torch.nn.modules.conv.Conv2d'>_out_<class 'torch.nn.modules.conv.Conv2d'>_out<class 'torch.nn.modules.conv.Conv2d'>_out_<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out_<class 'torch_pruning.ops._ElementWiseOp'>_out<class 'torch_pruning.ops._ElementWiseOp'>_in_<class 'torch.nn.modules.conv.Conv2d'>_in<class 'torch_pruning.ops._ElementWiseOp'>_out_<class 'torch_pruning.ops._ConcatOp'>_out<class 'torch_pruning.ops._ConcatOp'>_in_<class 'torch.nn.modules.conv.Conv2d'>_in,128,128,48,0.6048925518989563,0.7091798186302185,1.0,0.5351057052612305,2,2,16
NGN2,DG032,GENERIC,True,,output_channel,GroupTaylorImportance_mean_mean,Isomorphic_<class 'torch.nn.modules.conv.Conv2d'>_out_<class 'torch.nn.modules.conv.Conv2d'>_out<class 'torch.nn.modules.conv.Conv2d'>_out_<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out_<class 'torch_pruning.ops._ElementWiseOp'>_out<class 'torch_pruning.ops._ElementWiseOp'>_out_<class 'torch_pruning.ops._ElementWiseOp'>_out<class 'torch_pruning.ops._ElementWiseOp'>_in_<class 'torch.nn.modules.conv.Conv2d'>_in<class 'torch_pruning.ops._ElementWiseOp'>_out_<class 'torch_pruning.ops._ElementWiseOp'>_out<class 'torch_pruning.ops._ElementWiseOp'>_out_<class 'torch_pruning.ops._ElementWiseOp'>_out<class 'torch_pruning.ops._ElementWiseOp'>_in_<class 'torch.nn.modules.conv.Conv2d'>_in<class 'torch_pruning.ops._ElementWiseOp'>_out_<class 'torch_pruning.ops._ElementWiseOp'>_out<class 'torch_pruning.ops._ElementWiseOp'>_out_<class 'torch_pruning.ops._ConcatOp'>_out<class 'torch_pruning.ops._ConcatOp'>_in_<class 'torch.nn.modules.conv.Conv2d'>_in<class 'torch_pruning.ops._ElementWiseOp'>_out_<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out_<class 'torch.nn.modules.conv.Conv2d'>_out<class 'torch_pruning.ops._ElementWiseOp'>_out_<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out_<class 'torch.nn.modules.conv.Conv2d'>_out,32,32,12,0.7498192191123962,0.9189093708992004,0.9999999403953552,0.23819412291049957,3,5,23
NGN2,DG033,GENERIC,True,,output_channel,GroupTaylorImportance_mean_mean,Isomorphic_<class 'torch.nn.modules.conv.Conv2d'>_out_<class 'torch.nn.modules.conv.Conv2d'>_out<class 'torch.nn.modules.conv.Conv2d'>_out_<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out_<class 'torch_pruning.ops._ElementWiseOp'>_out<class 'torch_pruning.ops._ElementWiseOp'>_out_<class 'torch_pruning.ops._ConcatOp'>_out<class 'torch_pruning.ops._ConcatOp'>_in_<class 'torch.nn.modules.conv.Conv2d'>_in,32,32,12,0.5842409729957581,0.7802450656890869,1.0,0.45124855637550354,5,7,30
NGN2,DG034,GENERIC,True,,output_channel,GroupTaylorImportance_mean_mean,Isomorphic_<class 'torch.nn.modules.conv.Conv2d'>_out_<class 'torch.nn.modules.conv.Conv2d'>_out<class 'torch.nn.modules.conv.Conv2d'>_out_<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out_<class 'torch_pruning.ops._ElementWiseOp'>_out<class 'torch_pruning.ops._ElementWiseOp'>_in_<class 'torch.nn.modules.conv.Conv2d'>_in,32,32,12,0.6497722864151001,0.8048598766326904,0.9999999403953552,0.378458172082901,15,19,45
NGN2,DG035,GENERIC,True,,output_channel,GroupTaylorImportance_mean_mean,Isomorphic_<class 'torch.nn.modules.conv.Conv2d'>_out_<class 'torch.nn.modules.conv.Conv2d'>_out<class 'torch.nn.modules.conv.Conv2d'>_out_<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out_<class 'torch_pruning.ops._ElementWiseOp'>_out<class 'torch_pruning.ops._ElementWiseOp'>_in_<class 'torch.nn.modules.conv.Conv2d'>_in,32,32,12,0.6158503890037537,0.7438780069351196,0.9999999403953552,0.4490429162979126,14,19,44
NGN2,DG036,GENERIC,True,,output_channel,GroupTaylorImportance_mean_mean,Isomorphic_<class 'torch.nn.modules.conv.Conv2d'>_out_<class 'torch.nn.modules.conv.Conv2d'>_out<class 'torch.nn.modules.conv.Conv2d'>_out_<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out_<class 'torch_pruning.ops._ElementWiseOp'>_out<class 'torch_pruning.ops._ElementWiseOp'>_in_<class 'torch.nn.modules.conv.Conv2d'>_in,256,256,96,0.5264966487884521,0.6692628264427185,0.9999999403953552,0.6682756543159485,10,19,40
NGN2,DG037,GENERIC,True,,output_channel,GroupTaylorImportance_mean_mean,Isomorphic_<class 'torch.nn.modules.conv.Conv2d'>_out_<class 'torch.nn.modules.conv.Conv2d'>_out<class 'torch.nn.modules.conv.Conv2d'>_out_<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out_<class 'torch_pruning.ops._ElementWiseOp'>_out<class 'torch_pruning.ops._ElementWiseOp'>_out_<class 'torch_pruning.ops._ElementWiseOp'>_out<class 'torch_pruning.ops._ElementWiseOp'>_in_<class 'torch.nn.modules.conv.Conv2d'>_in<class 'torch_pruning.ops._ElementWiseOp'>_out_<class 'torch_pruning.ops._ElementWiseOp'>_out<class 'torch_pruning.ops._ElementWiseOp'>_in_<class 'torch.nn.modules.conv.Conv2d'>_in<class 'torch_pruning.ops._ElementWiseOp'>_out_<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out_<class 'torch.nn.modules.conv.Conv2d'>_out,256,256,96,0.5585618019104004,0.6692975163459778,1.0,0.6333417296409607,1,1,11
NGN2,DG038,GENERIC,True,,output_channel,GroupTaylorImportance_mean_mean,Isomorphic_<class 'torch.nn.modules.conv.Conv2d'>_out_<class 'torch.nn.modules.conv.Conv2d'>_out<class 'torch.nn.modules.conv.Conv2d'>_out_<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out_<class 'torch_pruning.ops._ElementWiseOp'>_out<class 'torch_pruning.ops._ElementWiseOp'>_out_<class 'torch_pruning.ops._ElementWiseOp'>_out<class 'torch_pruning.ops._ElementWiseOp'>_in_<class 'torch.nn.modules.conv.Conv2d'>_in<class 'torch_pruning.ops._ElementWiseOp'>_out_<class 'torch_pruning.ops._ElementWiseOp'>_out<class 'torch_pruning.ops._ElementWiseOp'>_out_<class 'torch_pruning.ops._ElementWiseOp'>_out<class 'torch_pruning.ops._ElementWiseOp'>_in_<class 'torch.nn.modules.conv.Conv2d'>_in<class 'torch_pruning.ops._ElementWiseOp'>_out_<class 'torch_pruning.ops._ElementWiseOp'>_out<class 'torch_pruning.ops._ElementWiseOp'>_out_<class 'torch_pruning.ops._ConcatOp'>_out<class 'torch_pruning.ops._ConcatOp'>_in_<class 'torch.nn.modules.conv.Conv2d'>_in<class 'torch_pruning.ops._ElementWiseOp'>_out_<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out_<class 'torch.nn.modules.conv.Conv2d'>_out<class 'torch_pruning.ops._ElementWiseOp'>_out_<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out_<class 'torch.nn.modules.conv.Conv2d'>_out,64,64,24,0.6791626811027527,0.8279564380645752,1.0,0.40544652938842773,1,5,12
NGN2,DG039,GENERIC,True,,output_channel,GroupTaylorImportance_mean_mean,Isomorphic_<class 'torch.nn.modules.conv.Conv2d'>_out_<class 'torch.nn.modules.conv.Conv2d'>_out<class 'torch.nn.modules.conv.Conv2d'>_out_<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out_<class 'torch_pruning.ops._ElementWiseOp'>_out<class 'torch_pruning.ops._ElementWiseOp'>_out_<class 'torch_pruning.ops._ConcatOp'>_out<class 'torch_pruning.ops._ConcatOp'>_in_<class 'torch.nn.modules.conv.Conv2d'>_in,64,64,24,0.6421855092048645,0.8551498055458069,1.0,0.367196261882782,7,7,37
NGN2,DG040,GENERIC,True,,output_channel,GroupTaylorImportance_mean_mean,Isomorphic_<class 'torch.nn.modules.conv.Conv2d'>_out_<class 'torch.nn.modules.conv.Conv2d'>_out<class 'torch.nn.modules.conv.Conv2d'>_out_<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out_<class 'torch_pruning.ops._ElementWiseOp'>_out<class 'torch_pruning.ops._ElementWiseOp'>_in_<class 'torch.nn.modules.conv.Conv2d'>_in,64,64,24,0.5900197625160217,0.7216103076934814,0.9999999403953552,0.5160388350486755,12,19,42
NGN2,DG041,GENERIC,True,,output_channel,GroupTaylorImportance_mean_mean,Isomorphic_<class 'torch.nn.modules.conv.Conv2d'>_out_<class 'torch.nn.modules.conv.Conv2d'>_out<class 'torch.nn.modules.conv.Conv2d'>_out_<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out_<class 'torch_pruning.ops._ElementWiseOp'>_out<class 'torch_pruning.ops._ElementWiseOp'>_in_<class 'torch.nn.modules.conv.Conv2d'>_in,64,64,24,0.5228675007820129,0.675308108329773,1.0,0.6863319277763367,9,19,39
NGN2,DG042,GENERIC,True,,output_channel,GroupTaylorImportance_mean_mean,Isomorphic_<class 'torch.nn.modules.conv.Conv2d'>_out_<class 'torch.nn.modules.conv.Conv2d'>_out<class 'torch.nn.modules.conv.Conv2d'>_out_<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out_<class 'torch_pruning.ops._ConcatOp'>_out<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_out_<class 'torch_pruning.ops._ElementWiseOp'>_out<class 'torch_pruning.ops._ElementWiseOp'>_out_<class 'torch_pruning.ops._ElementWiseOp'>_out<class 'torch_pruning.ops._ElementWiseOp'>_out_<class 'torch_pruning.ops._ElementWiseOp'>_out<class 'torch_pruning.ops._ConcatOp'>_in_<class 'torch.nn.modules.conv.Conv2d'>_in,128,128,48,0.7692901492118835,0.8704978227615356,1.0,0.26002416014671326,1,1,4
NGN2,CDG001,CUSTOM,True,,hidden_channel,coupled_cv1_abs_weight_times_mean_gradient,CUSTOM_<class 'ultralytics.nn.modules.block.C3k2'>_C3k2_NONATTENTION_LOGICAL_WIDTH_V1_hidden_channel,16,16,6,0.490879625082016,0.6258508563041687,0.9999998807907104,0.6360891461372375,1,7,3
NGN2,CDG002,CUSTOM,True,,hidden_channel,coupled_cv1_abs_weight_times_mean_gradient,CUSTOM_<class 'ultralytics.nn.modules.block.C3k2'>_C3k2_NONATTENTION_LOGICAL_WIDTH_V1_hidden_channel,32,32,12,0.5348008275032043,0.7051455974578857,1.0,0.5322884321212769,3,7,20
NGN2,CDG003,CUSTOM,True,,hidden_channel,coupled_cv1_abs_weight_times_mean_gradient,CUSTOM_<class 'ultralytics.nn.modules.block.C3k2'>_C3k2_NONATTENTION_LOGICAL_WIDTH_V1_hidden_channel,64,64,24,0.5445685982704163,0.6995869874954224,1.0000001192092896,0.5632736086845398,4,7,24
NGN2,CDG004,CUSTOM,True,,hidden_channel,coupled_cv1_abs_weight_times_mean_gradient,CUSTOM_<class 'ultralytics.nn.modules.block.C3k2'>_C3k2_NONATTENTION_LOGICAL_WIDTH_V1_hidden_channel,128,128,48,0.6074042916297913,0.7612671852111816,1.0,0.5467488169670105,5,7,28
NGN2,CDG005,CUSTOM,True,,paired_attention_unit,coupled_cv1_abs_weight_times_mean_gradient,CUSTOM_<class 'ultralytics.nn.modules.block.C2PSA'>_C2PSA_HEAD_AWARE_LOGICAL_WIDTH_V1_paired_attention_unit,128,64,24,0.6138157248497009,0.8163039088249207,1.0,0.4941859245300293,1,1,1
NGN2,CDG006,CUSTOM,True,,hidden_channel,coupled_cv1_abs_weight_times_mean_gradient,CUSTOM_<class 'ultralytics.nn.modules.block.C3k2'>_C3k2_NONATTENTION_LOGICAL_WIDTH_V1_hidden_channel,64,64,24,0.6249468922615051,0.824140191078186,0.9999998807907104,0.3872482180595398,6,7,32
NGN2,CDG007,CUSTOM,True,,hidden_channel,coupled_cv1_abs_weight_times_mean_gradient,CUSTOM_<class 'ultralytics.nn.modules.block.C3k2'>_C3k2_NONATTENTION_LOGICAL_WIDTH_V1_hidden_channel,32,32,12,0.6992075443267822,0.8376123309135437,0.9999999403953552,0.3131865859031677,7,7,35
NGN2,CDG008,CUSTOM,True,,hidden_channel,coupled_cv1_abs_weight_times_mean_gradient,CUSTOM_<class 'ultralytics.nn.modules.block.C3k2'>_C3k2_NONATTENTION_LOGICAL_WIDTH_V1_hidden_channel,64,64,24,0.5225723385810852,0.7174650430679321,1.0,0.5413481593132019,2,7,13
NGN2,CDG009,CUSTOM,True,,paired_attention_unit,coupled_cv1_abs_weight_times_mean_gradient,CUSTOM_<class 'ultralytics.nn.modules.block.C3k2'>_C3K2_ATTENTION_HEAD_AWARE_LOGICAL_WIDTH_V1_paired_attention_unit,128,64,24,0.5341426730155945,0.6865985989570618,1.0,0.68501877784729,1,1,2
