experiment,domain,checkpoint,accepted_group_count,parameters_before,parameters_after,parameter_reduction_percent,stage_schedule,total_fine_tuning_epochs,map50,map75,map50_95,precision,recall,baseline_map50_95,map50_95_retention_vs_baseline_percent,model,model_sha256
T7_NGN2_6_6_8_10_40,NGN2,best,42,2506140,1098522,56.16677440206852,6-6-8-10-40,70,0.3584558021885876,0.20338498423640564,0.20816151277878478,0.5068483820093376,0.32485141027512987,0.2556081270327769,81.43775207589233,experiments/recovery/recovery_56pct/bdd_competitors/T7_bdd_ngn2_isomorphic_taylor_taylor50b_70ep_v2/models/final/NGN2_T7_70epoch_best.pth,820E51055B59B46086195A308CB85CCF5D2161B4DC7220ED332DA75CCDA64DEB
T7_NGN2_6_6_8_10_40,NGN2,last,42,2506140,1098522,56.16677440206852,6-6-8-10-40,70,0.3507690107561818,0.20218245107073796,0.20525919298123232,0.45971816414242145,0.3211076316833738,0.2556081270327769,80.30229530022405,experiments/recovery/recovery_56pct/bdd_competitors/T7_bdd_ngn2_isomorphic_taylor_taylor50b_70ep_v2/models/final/NGN2_T7_70epoch_last.pth,7BFD12578CC938136C199529D2A227F43CEC5D8DB819093AE63FD6D2B9525DC4
