pruning_method,layer_id,amount_tested,method,model_path,split,size_mb,total_params,zero_params,zero_param_percent,map50_95,map50,drop_map50_95,drop_map50,preprocess_ms,inference_ms,postprocess_ms,latency_ms,fps,target_layers,amount,note
l1_unstructured,5,0.50,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_5_amt_0p50/yolo26n_l1_layer_5_amt_0p50.pt,val,4.726157,2376981,73731,3.101876,0.507110,0.686895,-0.000477,0.003161,0.321478,0.975637,0.043942,1.341057,745.680427,5,0.5,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,6,0.05,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_6_amt_0p05/yolo26n_l1_layer_6_amt_0p05.pt,val,4.726157,2376981,4304,0.181070,0.506781,0.689856,-0.000149,0.000199,0.292739,0.980099,0.076143,1.348982,741.299881,6,0.05,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,6,0.10,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_6_amt_0p10/yolo26n_l1_layer_6_amt_0p10.pt,val,4.726157,2376981,8607,0.362098,0.505971,0.688307,0.000661,0.001748,0.259471,0.988131,0.039407,1.287009,776.995090,6,0.1,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,6,0.20,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_6_amt_0p20/yolo26n_l1_layer_6_amt_0p20.pt,val,4.726157,2376981,17206,0.723859,0.505580,0.688014,0.001053,0.002041,0.285953,0.981777,0.071243,1.338973,746.840793,6,0.2,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,6,0.30,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_6_amt_0p30/yolo26n_l1_layer_6_amt_0p30.pt,val,4.726157,2376981,25808,1.085747,0.505153,0.685929,0.001480,0.004127,0.251592,1.005344,0.065685,1.322620,756.074809,6,0.3,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,6,0.40,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_6_amt_0p40/yolo26n_l1_layer_6_amt_0p40.pt,val,4.726157,2376981,34407,1.447508,0.491914,0.671179,0.014718,0.018876,0.268363,0.985264,0.077736,1.331363,751.110218,6,0.4,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,6,0.50,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_6_amt_0p50/yolo26n_l1_layer_6_amt_0p50.pt,val,4.726157,2376981,43011,1.809480,0.482912,0.653602,0.023720,0.036453,0.250082,0.980528,0.054167,1.284776,778.345642,6,0.5,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,7,0.05,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_7_amt_0p05/yolo26n_l1_layer_7_amt_0p05.pt,val,4.726157,2376981,14749,0.620493,0.506872,0.689935,-0.000240,0.000120,0.242166,0.984231,0.079574,1.305971,765.714005,7,0.05,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,7,0.10,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_7_amt_0p10/yolo26n_l1_layer_7_amt_0p10.pt,val,4.726157,2376981,29494,1.240818,0.506839,0.689900,-0.000206,0.000155,0.290629,0.971838,0.045070,1.307537,764.796484,7,0.1,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,7,0.20,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_7_amt_0p20/yolo26n_l1_layer_7_amt_0p20.pt,val,4.726157,2376981,58985,2.481509,0.507365,0.690671,-0.000732,-0.000616,0.280519,0.990671,0.100544,1.371735,729.003759,7,0.2,mask-based unstructured pruning; sparse weights with unchanged architecture shape
