pruning_method,layer_id,amount_tested,method,model_path,split,size_mb,total_params,zero_params,zero_param_percent,map50_95,map50,drop_map50_95,drop_map50,preprocess_ms,inference_ms,postprocess_ms,latency_ms,fps,target_layers,amount,note
l1_unstructured,10,0.30,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_10_amt_0p30/yolo26n_l1_layer_10_amt_0p30.pt,val,4.726361,2376981,74076,3.116390,0.504557,0.684785,0.002075,0.005270,0.279795,0.973697,0.046569,1.300061,769.194628,10,0.3,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,10,0.40,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_10_amt_0p40/yolo26n_l1_layer_10_amt_0p40.pt,val,4.726361,2376981,98767,4.155145,0.496928,0.679725,0.009705,0.010330,0.260074,0.972965,0.042865,1.275904,783.758030,10,0.4,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,10,0.50,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_10_amt_0p50/yolo26n_l1_layer_10_amt_0p50.pt,val,4.726361,2376981,123459,5.193941,0.496514,0.671996,0.010119,0.018059,0.252645,0.996665,0.069650,1.318960,758.173275,10,0.5,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,13,0.05,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_13_amt_0p05/yolo26n_l1_layer_13_amt_0p05.pt,val,4.726361,2376981,5943,0.250023,0.506837,0.690581,-0.000204,-0.000526,0.286531,0.986756,0.067775,1.341062,745.677405,13,0.05,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,13,0.10,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_13_amt_0p10/yolo26n_l1_layer_13_amt_0p10.pt,val,4.726361,2376981,11884,0.499962,0.506914,0.689559,-0.000281,0.000496,0.278134,0.985748,0.074370,1.338252,747.243289,13,0.1,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,13,0.20,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_13_amt_0p20/yolo26n_l1_layer_13_amt_0p20.pt,val,4.726361,2376981,23759,0.999545,0.504470,0.687800,0.002163,0.002255,0.287871,0.983843,0.076812,1.348526,741.550674,13,0.2,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,13,0.30,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_13_amt_0p30/yolo26n_l1_layer_13_amt_0p30.pt,val,4.726361,2376981,35639,1.499339,0.503810,0.688937,0.002823,0.001119,0.256608,0.974053,0.049945,1.280605,780.880872,13,0.3,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,13,0.40,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_13_amt_0p40/yolo26n_l1_layer_13_amt_0p40.pt,val,4.726361,2376981,47514,1.998922,0.498967,0.681398,0.007666,0.008657,0.262667,0.973482,0.043499,1.279647,781.465653,13,0.4,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,13,0.50,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_13_amt_0p50/yolo26n_l1_layer_13_amt_0p50.pt,val,4.726361,2376981,59395,2.498758,0.488949,0.666400,0.017683,0.023655,0.264582,0.995334,0.100216,1.360132,735.222822,13,0.5,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,16,0.05,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_16_amt_0p05/yolo26n_l1_layer_16_amt_0p05.pt,val,4.726361,2376981,1692,0.071183,0.506644,0.690254,-0.000011,-0.000199,0.253546,0.971675,0.055290,1.280510,780.938657,16,0.05,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,16,0.10,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_16_amt_0p10/yolo26n_l1_layer_16_amt_0p10.pt,val,4.726361,2376981,3379,0.142155,0.506608,0.690905,0.000025,-0.000850,0.290683,0.982452,0.074055,1.347190,742.285976,16,0.1,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,16,0.20,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_16_amt_0p20/yolo26n_l1_layer_16_amt_0p20.pt,val,4.726361,2376981,6762,0.284479,0.507359,0.689127,-0.000726,0.000928,0.282588,0.985322,0.073036,1.340945,745.742502,16,0.2,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,16,0.30,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_16_amt_0p30/yolo26n_l1_layer_16_amt_0p30.pt,val,4.726361,2376981,10140,0.426592,0.506511,0.688847,0.000121,0.001208,0.262398,0.980193,0.072935,1.315526,760.152033,16,0.3,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,16,0.40,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_16_amt_0p40/yolo26n_l1_layer_16_amt_0p40.pt,val,4.726361,2376981,13523,0.568915,0.498727,0.671801,0.007905,0.018254,0.307229,0.995446,0.055508,1.358183,736.277749,16,0.4,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,16,0.50,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_16_amt_0p50/yolo26n_l1_layer_16_amt_0p50.pt,val,4.726361,2376981,16899,0.710944,0.488136,0.656899,0.018497,0.033156,0.260303,0.973391,0.061477,1.295172,772.098302,16,0.5,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,17,0.05,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_17_amt_0p05/yolo26n_l1_layer_17_amt_0p05.pt,val,4.726361,2376981,1846,0.077662,0.506191,0.689181,0.000441,0.000874,0.260257,0.971616,0.050381,1.282254,779.876510,17,0.05,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,17,0.10,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_17_amt_0p10/yolo26n_l1_layer_17_amt_0p10.pt,val,4.726361,2376981,3689,0.155197,0.506486,0.689623,0.000146,0.000432,0.305024,0.991617,0.045432,1.342073,745.115945,17,0.1,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,17,0.20,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_17_amt_0p20/yolo26n_l1_layer_17_amt_0p20.pt,val,4.726361,2376981,7376,0.310310,0.505970,0.689127,0.000662,0.000929,0.261017,0.991341,0.072269,1.324627,754.929250,17,0.2,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,17,0.30,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_17_amt_0p30/yolo26n_l1_layer_17_amt_0p30.pt,val,4.726361,2376981,11062,0.465380,0.506015,0.688702,0.000618,0.001353,0.257735,0.971873,0.042806,1.272414,785.907885,17,0.3,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,17,0.40,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_17_amt_0p40/yolo26n_l1_layer_17_amt_0p40.pt,val,4.726361,2376981,14749,0.620493,0.505937,0.689131,0.000696,0.000924,0.263290,0.987360,0.068973,1.319623,757.792087,17,0.4,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,17,0.50,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_17_amt_0p50/yolo26n_l1_layer_17_amt_0p50.pt,val,4.726361,2376981,18435,0.775564,0.505067,0.688246,0.001565,0.001809,0.283257,0.986023,0.077682,1.346962,742.411452,17,0.5,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,19,0.05,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_19_amt_0p05/yolo26n_l1_layer_19_amt_0p05.pt,val,4.726361,2376981,4714,0.198319,0.507283,0.690393,-0.000650,-0.000337,0.266637,0.971191,0.065821,1.303649,767.077502,19,0.05,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,19,0.10,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_19_amt_0p10/yolo26n_l1_layer_19_amt_0p10.pt,val,4.726361,2376981,9427,0.396596,0.506130,0.688276,0.000502,0.001779,0.263216,0.987190,0.042932,1.293339,773.192513,19,0.1,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,19,0.20,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_19_amt_0p20/yolo26n_l1_layer_19_amt_0p20.pt,val,4.726361,2376981,18844,0.792770,0.505920,0.687635,0.000713,0.002420,0.259581,0.981694,0.072393,1.313667,761.227830,19,0.2,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,19,0.30,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_19_amt_0p30/yolo26n_l1_layer_19_amt_0p30.pt,val,4.726361,2376981,28266,1.189155,0.502918,0.688000,0.003714,0.002056,0.267916,0.997356,0.099997,1.365269,732.456504,19,0.3,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,19,0.40,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_19_amt_0p40/yolo26n_l1_layer_19_amt_0p40.pt,val,4.726361,2376981,37683,1.585330,0.497446,0.677813,0.009187,0.012243,0.255216,0.983574,0.072897,1.311688,762.376677,19,0.4,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,19,0.50,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_19_amt_0p50/yolo26n_l1_layer_19_amt_0p50.pt,val,4.726361,2376981,47107,1.981800,0.485244,0.665767,0.021388,0.024288,0.244955,0.983625,0.041594,1.270174,787.293869,19,0.5,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,20,0.05,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_20_amt_0p05/yolo26n_l1_layer_20_amt_0p05.pt,val,4.726361,2376981,7376,0.310310,0.506373,0.689615,0.000260,0.000440,0.256621,0.998442,0.072624,1.327687,753.189807,20,0.05,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,20,0.10,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_20_amt_0p10/yolo26n_l1_layer_20_amt_0p10.pt,val,4.726361,2376981,14749,0.620493,0.506356,0.689553,0.000276,0.000502,0.244241,0.992384,0.082713,1.319337,757.956174,20,0.1,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,20,0.20,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_20_amt_0p20/yolo26n_l1_layer_20_amt_0p20.pt,val,4.726361,2376981,29494,1.240818,0.506573,0.689777,0.000059,0.000278,0.258601,0.985190,0.073681,1.317472,759.029334,20,0.2,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,20,0.30,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_20_amt_0p30/yolo26n_l1_layer_20_amt_0p30.pt,val,4.726361,2376981,44240,1.861184,0.506551,0.689915,0.000081,0.000140,0.273733,0.973345,0.047275,1.294353,772.586670,20,0.3,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,20,0.40,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_20_amt_0p40/yolo26n_l1_layer_20_amt_0p40.pt,val,4.726361,2376981,58985,2.481509,0.506221,0.689690,0.000412,0.000365,0.308582,0.995775,0.079342,1.383699,722.700608,20,0.4,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,20,0.50,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_20_amt_0p50/yolo26n_l1_layer_20_amt_0p50.pt,val,4.726361,2376981,73731,3.101876,0.506550,0.690149,0.000082,-0.000094,0.264520,0.986781,0.072702,1.324002,755.285649,20,0.5,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,22,0.05,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_22_amt_0p05/yolo26n_l1_layer_22_amt_0p05.pt,val,4.726361,2376981,22993,0.967319,0.506756,0.690199,-0.000124,-0.000143,0.310509,0.988371,0.101514,1.400393,714.085052,22,0.05,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,22,0.10,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_22_amt_0p10/yolo26n_l1_layer_22_amt_0p10.pt,val,4.726361,2376981,45990,1.934807,0.506280,0.689161,0.000353,0.000894,0.257306,0.989726,0.073822,1.320854,757.085707,22,0.1,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,22,0.20,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_22_amt_0p20/yolo26n_l1_layer_22_amt_0p20.pt,val,4.726361,2376981,91983,3.869741,0.507116,0.689970,-0.000484,0.000086,0.292661,0.972710,0.045478,1.310848,762.864760,22,0.2,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,22,0.30,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_22_amt_0p30/yolo26n_l1_layer_22_amt_0p30.pt,val,4.726361,2376981,137969,5.804380,0.505320,0.688611,0.001313,0.001444,0.259335,0.985710,0.062217,1.307262,764.957678,22,0.3,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,22,0.40,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_22_amt_0p40/yolo26n_l1_layer_22_amt_0p40.pt,val,4.726361,2376981,183962,7.739313,0.498674,0.684486,0.007958,0.005569,0.249739,0.995019,0.069811,1.314570,760.705264,22,0.4,mask-based unstructured pruning; sparse weights with unchanged architecture shape
l1_unstructured,22,0.50,L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_22_amt_0p50/yolo26n_l1_layer_22_amt_0p50.pt,val,4.726361,2376981,229952,9.674120,0.490312,0.681908,0.016320,0.008147,0.259721,0.971409,0.049666,1.280796,780.764358,22,0.5,mask-based unstructured pruning; sparse weights with unchanged architecture shape
