model,classes,imgsz,threads,warmup,repeat,benchmark_images,measured_inferences,conf,iou,max_det,output_dims,output_w,output_h,output_c,mean_io_ms,mean_preprocess_ms,mean_inference_ms,mean_postprocess_ms,mean_compute_ms,median_compute_ms,p95_compute_ms,compute_fps,mean_total_ms,median_total_ms,p95_total_ms,total_fps,peak_rss_mib,raw_process_cpu_percent,normalized_board_cpu_percent,logical_cores
3_global_L1_p56,11,640,2,5,3,50,150,0.25000000,0.69999999,300,2,8400,15,1,21.13849353,72.25028282,3738.54020767,1.83426575,3812.62475624,3749.40761250,4020.60956795,0.26228650,3833.76324977,3771.57949600,4044.80634645,0.26064934,93.35156250,190.58073639,95.29036820,2
