model,classes,imgsz,threads,warmup,repeat,benchmark_images,measured_inferences,conf,iou,max_det,output_dims,output_w,output_h,output_c,mean_io_ms,mean_preprocess_ms,mean_inference_ms,mean_postprocess_ms,mean_compute_ms,median_compute_ms,p95_compute_ms,compute_fps,mean_total_ms,median_total_ms,p95_total_ms,total_fps,peak_rss_mib,raw_process_cpu_percent,normalized_board_cpu_percent,logical_cores
4_layer_replacement_p10_320,11,320,2,5,3,50,150,0.25000000,0.69999999,300,2,2100,15,1,21.21860403,25.68526865,2306.53444750,0.52928156,2332.74899771,2284.63828650,2549.34655970,0.42867878,2353.96760173,2308.53746500,2570.46395050,0.42460370,77.83203125,194.19593945,97.09796973,2
