method,model_path,split,size_mb,total_params,zero_params,zero_param_percent,map50_95,map50,drop_map50_95,drop_map50,preprocess_ms,inference_ms,postprocess_ms,latency_ms,fps,target_layers,amount,note
FP32 baseline,/home/afm176/yolo_project/runs/baseline/baseline_yolo26n_mio_11000_e100_img640_b16_s42_20260701_001856/weights/best.pt,val,5.137639,2376981,3,0.000126,0.506632,0.690055,0.000000,0.000000,0.242922,1.022497,0.101805,1.367224,731.408901,,,original trained model
L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_amount_sweep/layer_9_amt_0p05/yolo26n_l1_layer_9_amt_0p05.pt,val,4.726157,2376981,8195,0.344765,0.505994,0.689301,0.000639,0.000754,0.254272,0.980840,0.072948,1.308060,764.490869,9,0.05,mask-based unstructured pruning; sparse weights with unchanged architecture shape
