dataset,split,mode,map50_95,map50,latency_ms,fps
GEN,val,zero,0.5066323602902936,0.6900551495872946,1.3021505003174147,767.9603853442733
SNOW,val,zero,0.020819103649177228,0.0382767714180516,1.5484246984124184,645.8176500447767
