epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.28848,1.85239,1.41261,0.00275,0.78089,0.23183,0.29954,0.15896,1.84518,1.72531,0.00616,2e-05,2e-05,2e-05
