model,classes,imgsz,threads,warmup,repeat,benchmark_images,measured_inferences,conf,iou,max_det,output_dims,output_w,output_h,output_c,mean_io_ms,mean_preprocess_ms,mean_inference_ms,mean_postprocess_ms,mean_compute_ms,median_compute_ms,p95_compute_ms,compute_fps,mean_total_ms,median_total_ms,p95_total_ms,total_fps,peak_rss_mib,raw_process_cpu_percent,normalized_board_cpu_percent,logical_cores
2_baseline_full_320_int8,11,320,2,5,3,50,150,0.25000000,0.69999999,300,2,2100,15,1,21.15182011,25.79002171,1844.68391919,0.54264987,1871.01659077,1829.83641450,2095.78671000,0.53446880,1892.16841088,1854.33502950,2118.78993955,0.52817139,54.03906250,193.41195367,96.70597683,2
