method,model_path,split,size_mb,total_params,zero_params,zero_param_percent,map50_95,map50,drop_map50_95,drop_map50,preprocess_ms,inference_ms,postprocess_ms,latency_ms,fps,target_layers,amount,note
FP32 baseline,/home/afm176/yolo_project/runs/baseline/baseline_yolo26n_mio_11000_e100_img640_b16_s42_20260701_001856/weights/best.pt,val,5.137639,2376981,3,0.000126,0.506632,0.690055,0.000000,0.000000,0.279268,1.020827,0.072003,1.372098,728.811090,,,original trained model
L2 structured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_new_sw_full_20260712_234356/l2_structured_combo_new_top6_amt_0p10/combo_10_amt_0p10/yolo26n_l2_combo_10_amt_0p10.pt,val,4.726361,2376981,25080,1.055120,0.466356,0.637345,0.040276,0.052710,0.258405,1.003023,0.076099,1.337527,747.648262,10,0.1,mask-based structured pruning; architecture shape unchanged
