method,model_path,split,size_mb,total_params,zero_params,zero_param_percent,map50_95,map50,drop_map50_95,drop_map50,preprocess_ms,inference_ms,postprocess_ms,latency_ms,fps,target_layers,amount,note
FP32 baseline,/home/afm176/yolo_project/runs/baseline/baseline_yolo26n_mio_11000_e100_img640_b16_s42_20260701_001856/weights/best.pt,val,5.137639,2376981,3,0.000126,0.506632,0.690055,0.000000,0.000000,0.266086,1.010705,0.074436,1.351227,740.068243,,,original trained model
L1 unstructured pruning exploration,/home/afm176/yolo_project/3_pruning/pruning_plan_20260709_220413/l1_unstructured_combo_top6_amt_0p20/combo_10_amt_0p20/yolo26n_l1_combo_10_amt_0p20.pt,val,4.726361,2376981,49386,2.077678,0.507033,0.688809,-0.000401,0.001246,0.292206,0.986533,0.049411,1.328150,752.927110,10,0.2,mask-based unstructured pruning; sparse weights with unchanged architecture shape
