experiment,domain,checkpoint,accepted_group_count,parameters_before,parameters_after,parameter_reduction_percent,stage_schedule,total_fine_tuning_epochs,map50,map75,map50_95,precision,recall,baseline_map50_95,map50_95_retention_vs_baseline_percent,model,model_sha256
T7_GEN2_6_6_8_10_40,GEN2,best,48,2506140,1101906,56.03174603174603,6-6-8-10-40,70,0.41118663266157446,0.23137287573332307,0.23950976725383183,0.5609561431884417,0.3724880597276867,0.29238744923632365,81.91520117549466,experiments/recovery/recovery_56pct/bdd_competitors/T7_bdd_gen2_fpgm_70ep/models/final/GEN2_T7_70epoch_best.pth,2B3466B0081ADDA72DFAAFD77634C4EEDD99EB766DFD8F89E0FEAD784FBE5AFC
T7_GEN2_6_6_8_10_40,GEN2,last,48,2506140,1101906,56.03174603174603,6-6-8-10-40,70,0.41118663266157446,0.23137287573332307,0.23950976725383183,0.5609561431884417,0.3724880597276867,0.29238744923632365,81.91520117549466,experiments/recovery/recovery_56pct/bdd_competitors/T7_bdd_gen2_fpgm_70ep/models/final/GEN2_T7_70epoch_last.pth,34D25D1C905AEAA83B641768E73F85FBE6113D9B31FF18EE3D51A9F2F31AF74F
