domain,group_id,group_kind,eligible_for_cumulative_raw,selection_unit,score_basis,root_channels_before,selectable_units_before,selected_unit_count,prune_first_mean_score,prune_first_max_score,all_unit_score_mean,all_unit_score_std,domain_rank_prune_first_ascending
NGN2,DG027,GENERIC,True,output_channel,DepGraph_GroupMagnitudeImportance_p1_mean_mean,64,64,24,0.9590713977813721,0.984128475189209,0.9999998807907104,0.04449845477938652,39
NGN2,DG020,GENERIC,False,output_channel,DepGraph_GroupMagnitudeImportance_p1_mean_mean,32,32,12,0.9597004055976868,0.9843688011169434,1.0,0.041322119534015656,40
NGN2,DG039,GENERIC,True,output_channel,DepGraph_GroupMagnitudeImportance_p1_mean_mean,64,64,24,0.9602670073509216,0.9959397315979004,1.0,0.03879788517951965,41
NGN2,DG036,GENERIC,True,output_channel,DepGraph_GroupMagnitudeImportance_p1_mean_mean,256,256,96,0.960277259349823,0.9893794655799866,1.0,0.04123099520802498,42
NGN2,DG007,GENERIC,True,output_channel,DepGraph_GroupMagnitudeImportance_p1_mean_mean,32,32,12,0.9622290730476379,0.9917588829994202,1.0,0.03758015111088753,43
NGN2,DG030,GENERIC,True,output_channel,DepGraph_GroupMagnitudeImportance_p1_mean_mean,128,128,48,0.9636692404747009,0.9898483157157898,0.9999998807907104,0.03759101778268814,44
NGN2,DG038,GENERIC,True,output_channel,DepGraph_GroupMagnitudeImportance_p1_mean_mean,64,64,24,0.9637382626533508,0.9912232756614685,0.9999999403953552,0.03665211796760559,45
NGN2,DG035,GENERIC,True,output_channel,DepGraph_GroupMagnitudeImportance_p1_mean_mean,32,32,12,0.9639281630516052,0.9991908073425293,0.9999999403953552,0.03289436176419258,46
NGN2,DG011,GENERIC,True,output_channel,DepGraph_GroupMagnitudeImportance_p1_mean_mean,16,16,6,0.963959276676178,0.9910590052604675,1.0,0.03650728240609169,47
NGN2,CDG005,CUSTOM,True,paired_attention_unit,coupled_head_aware_l1,128,64,24,0.9699298739433289,1.0058237314224243,1.0,0.03717435523867607,48
NGN2,CDG009,CUSTOM,True,paired_attention_unit,coupled_head_aware_l1,128,64,24,0.9727306365966797,0.9939066767692566,1.0000001192092896,0.027548376470804214,49
NGN2,DG006,GENERIC,True,output_channel,DepGraph_GroupMagnitudeImportance_p1_mean_mean,32,32,12,0.9752959609031677,0.9911778569221497,0.9999998807907104,0.024880023673176765,50
NGN2,DG032,GENERIC,True,output_channel,DepGraph_GroupMagnitudeImportance_p1_mean_mean,32,32,12,0.9811099171638489,0.9932818412780762,0.9999999403953552,0.018263764679431915,51
